smiles,hall,zprime,a,b,c,alpha,beta,gamma,volume
COc1c(OC)cc(cc1OC)/C=C/c1ccc(cc1)/C=C/c1ccc(cc1)N(=O)=O,2,2.0,10.221,15.239,15.762000000000004,117.42,92.26,93.52,2168.7685841030648
COc1cc(/C=C/c2ccc(cc2)/C=C/c2ccc(cc2)N(=O)=O)cc(c1)OC,6,1.0,7.2189999999999985,7.401999999999999,18.162999999999997,90.0,95.29000000000002,90.0,966.4068732792532
O=N(=O)C1=CON=C1c1ccccc1,81,1.0,12.162100000000002,5.6566,12.063300000000003,90.0,101.638,90.0,812.8468861376502
O=C(c1ccc(cc1)N(=O)=O)OC[C@H]1[C@@H](COC(=O)c2ccc(cc2)N(=O)=O)[C@@H]2[C@H]1CCO2,6,1.0,6.8601,20.508100000000002,7.344999999999999,90.0,92.708,90.0,1032.1965904363196
O=C(Cc1cc2C(=O)NC(=O)c2cc1N(=O)=O)c1ccccc1,82,1.0,7.684999999999999,21.46,8.175999999999998,90.0,75.84000000000002,90.0,1307.417854536392
OC[C@H]1O[C@H](C[C@@H]1O)N1N=NC(=C1)c1ccc(cc1)N(=O)=O,115,1.0,6.4456,9.8102,21.821,90.0,90.0,90.0,1379.7991127435212
[O-][N+]([O-])=c(cc1)[n+]2[n+]1c(cc2N(=O)=O)=[N+]([O-])[O-],143,1.0,13.322899999999999,7.0005000000000015,9.3471,90.0,90.0,90.0,871.7756153692951
[O-][N+]([O-])=c(cc1)[n+]2[n+]1c(cc2N(=O)=O)=[N+]([O-])[O-],143,1.0,13.322899999999999,7.0005000000000015,9.3471,90.0,90.0,90.0,871.7756153692951
CCOC(=O)C1=CN(N=C1C)c1ccc(cc1N(=O)=O)N(=O)=O,2,1.0,7.7531,9.7146,11.4051,113.649,92.989,109.08899999999997,726.736479680322
O=C1N(c2cccc(c2)N(=O)=O)C(=O)c2ccccc12,22,1.0,6.665,3.6962,23.639000000000006,90.0,84.792,90.0,579.9467554380851
N/N=C/c1ccc(cc1)N(=O)=O,21,1.0,3.7069999999999994,6.396299999999997,15.404699999999995,90.0,95.064,90.0,363.83641783757986
Nc1ccc(cc1C#N)N(=O)=O,81,2.0,11.231600000000004,17.7275,7.1078,90.0,94.63,90.0,1410.6029649047273
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)N1N=CC2=C1C=CC=C2N(=O)=O,6,1.0,5.8912,10.0825,11.099799999999998,90.0,102.821,90.0,642.8684223339773
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)N1N=C2C(=C1)C(=CC=C2)N(=O)=O,6,2.0,4.9355,35.93599999999999,7.183299999999998,90.0,99.31099999999999,90.0,1257.2594090264704
CC[N+](CC)(CC)Cc1cc(cc(C=O)c1[O-])N(=O)=O,82,1.0,8.187,15.027,12.062999999999999,90.0,75.28,90.0,1435.3549614260444
O=N(=O)c1ccccc1NC1=NN=C(O1)c1ccccc1,143,1.0,26.873000000000008,6.0822,7.8502,90.0,90.0,90.0,1283.0913301021205
N#CC(=C(c1ccc(cc1)OC)/C=C/c1ccccc1N(=O)=O)C#N,2,1.0,7.3834,10.901,11.227,88.64000000000001,71.596,78.186,838.4282768949945
O=N(=O)c1cc(ccc1N/N=C(\C=C\c1ccccc1)/C=C/c1ccccc1)N(=O)=O,81,1.0,15.130599999999996,12.8166,10.233799999999999,90.0,95.327,90.0,1975.996410926898
NC(=O)c1ccccc1N(=O)=O,81,1.0,5.03,12.789999999999997,12.01,90.0,97.5,90.0,766.037628500754
Nc1ccccc1N(=O)=O,82,2.0,8.57,10.01,15.262945675074944,90.0,75.0020258037157,90.0,1264.739696797481
Nc1ccccc1N(=O)=O,82,2.0,8.3388,10.0892,15.078700000000005,90.0,74.60999999999999,90.0,1223.1087515203628
Nc1ccccc1N(=O)=O,82,2.0,8.518000000000002,10.065,15.227000000000006,90.0,74.22999999999998,90.0,1256.3293882579508
Nc1ccccc1N(=O)=O,81,2.0,13.8925,3.7904999999999998,23.399700000000006,90.0,95.887,90.0,1225.7184279043584
Oc1ccccc1N(=O)=O,81,1.0,6.439,14.389,6.8759999999999994,90.0,103.79,90.0,618.7038252155147
Oc1ccccc1N(=O)=O,81,1.0,6.3511,14.3305,6.675699999999998,90.0,103.348,90.0,591.1716655646159
CCOCN1C(=O)NC(=C([C@H]1c1ccc(cc1)N(=O)=O)C(=O)OCC)C,81,1.0,12.305299999999999,7.526900000000001,19.940299999999993,90.0,93.831,90.0,1842.758860222521
O=C1C[C@@H]2CCC[C@]3(C1)[C@@H]2CCCN3C(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,81,1.0,6.7855,16.892499999999995,15.826499999999996,90.0,99.578,90.0,1788.8091425054567
COC(=O)[C@@]1(CCCC1=O)C[C@@H](c1ccc(cc1)N(=O)=O)C,284,2.0,18.786,11.568999999999999,27.370000000000008,90.0,90.0,90.0,5948.46535458
CCOC(=O)C1=CC(=O)/C(=C(/C(=O)OCC)\O)/[C@@H](N1)c1cccc(c1O)N(=O)=O,6,2.0,8.71,20.24,10.756,90.0,92.98,90.0,1893.615419599669
O=N(=O)c1cccc2OCOc3cccc(c3c12)N(=O)=O,2,1.0,8.115879573404229,8.115879573404229,10.198,91.25771712265964,91.25771712265964,70.48200494232657,632.8889731001739
CO[C@@H](C[C@H](c1ccc2c(c1)cccc2)c1ccccc1)COC(=O)c1ccc(cc1)N(=O)=O,81,1.0,15.8595,11.068299999999999,13.030100000000006,90.0,90.8344,90.0,2287.0312946881813
CO[C@H](C[C@H](c1ccc2c(c1)cccc2)c1ccccc1)COC(=O)c1ccc(cc1)N(=O)=O,81,1.0,16.685999999999996,11.056499999999998,12.9454,90.0,105.5145,90.0,2301.2584962386377
COC(=O)/C=C/c1cccc(c1NC(=O)C)c1cccc(c1)N(=O)=O,81,1.0,12.76,17.109999999999992,7.868199999999999,90.0,107.951,90.0,1634.1913377068552
C[C@@H](C[C@@H](c1ccccc1)C)COC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,115,1.0,5.8624,9.6327,31.868,90.0,90.0,90.0,1799.6095576166394
CO[C@@H]1C[C@@H]2C[C@H]([C@]1(C)OC(=O)c1ccc(cc1)N(=O)=O)C2(C)C,6,1.0,7.201,7.495,16.097000000000005,90.0,93.38,90.0,867.2678866878115
COc1cc(OC)cc(c1)N1N=NN(C1=O)c1ccc(cc1)N(=O)=O,6,1.0,3.8994000000000013,21.178400000000003,8.9913,90.0,102.3008,90.0,725.482468627965
CO/C(=N\N)/c1cc(ccc1N)N(=O)=O,6,1.0,3.8206000000000007,11.725999999999999,10.474800000000002,90.0,100.091,90.0,462.01541946236443
O=C(C1=NC(=NN1C(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)C1=NC(=NN1C(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O,2,1.0,6.051400000000001,11.8388,13.844699999999996,107.76660000000001,93.3712,90.0625,942.7249585964757
O=N(=O)c1ccc(cc1)/C=N/c1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O,1,1.0,6.9357,7.3036,8.8768,73.295,82.707,88.071,427.196515334675
O=N(=O)c1ccc(cc1)/C=N/c1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O,6,1.0,6.567,5.0227,26.094662958898752,90.0,88.33833940422838,90.0,860.3462745588386
CN[C@@](C(=O)N1CCCC1)(c1ccc(cc1)N(=O)=O)Cc1ccccc1,115,1.0,6.3111,9.3707,30.764,90.0,90.0,90.0,1819.3652636242807
O=C1N2OCCC2=C(c2ccccc2)c2cc(ccc12)N(=O)=O,81,1.0,6.8554,18.0992,11.158799999999996,90.0,92.472,90.0,1383.2648413435675
O=C(N1C(=O)[C@H]2[C@@H](c3c1cccc3)N[C@H]([C@@H]2c1ccccc1N(=O)=O)c1ccc(cc1)N(=O)=O)OC(C)(C)C,115,1.0,9.0462,11.8256,23.9232,90.0,90.0,90.0,2559.226011439102
COc1c(c(O)c(c(O)c1N(=O)=O)N(=O)=O)N(=O)=O,115,1.0,5.2365,8.929499999999999,21.441999999999993,90.0,90.0,90.0,1002.6134841735005
COc1c(c(O)c(c(OC)c1N(=O)=O)N(=O)=O)N(=O)=O,81,1.0,8.707100000000006,9.633900000000002,13.786100000000003,90.0,101.359,90.0,1133.772373437773
C=CCN1C/C(=C\c2ccc(cc2)OC)/C(=O)[C@]2(C1)[C@H](CN([C@]12C(=O)Nc2c1cc(cc2)N(=O)=O)C)c1ccc(cc1)OC,82,2.0,12.359799999999998,21.145900000000005,23.794429621071437,90.0,80.40579847377953,90.0,6131.906401619398
Oc1ccc(cc1/C=N/c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1)N(=O)=O,2,1.0,5.615999999999999,9.350000000000001,25.07,88.325,87.44200000000001,83.15999999999998,1305.364250670878
COc1ccc(C#N)c(c1)N(=O)=O,81,1.0,6.326200000000001,7.796900000000002,16.669999999999998,90.0,96.763,90.0,816.5221965885255
Cc1cc(C#C)c(cc1C)N(=O)=O,2,2.0,7.608,9.8811,12.824,108.176,102.417,96.648,876.9812710223522
O=N(=O)c1cc(c(Nc2nc(Nc3c(cc(cc3N(=O)=O)N(=O)=O)N(=O)=O)c(cc2N(=O)=O)N(=O)=O)c(c1)N(=O)=O)N(=O)=O,115,2.0,14.5179,17.6612,18.3198,90.0,90.0,90.0,4697.261489286508
O=N(=O)c1cc(c(Nc2cccc(Nc3c(cc(cc3N(=O)=O)N(=O)=O)N(=O)=O)n2)c(c1)N(=O)=O)N(=O)=O,6,2.0,7.995599999999999,16.571,15.733,90.0,94.268,90.0,2078.7644650299635
O=C(OCN1C(=O)c2ccccc2C1=O)c1ccccc1N(=O)=O,2,1.0,7.5556,7.611800000000001,13.655099999999996,99.1319,97.0675,113.2039,697.5935163338715
O=C(Nc1ccc(cc1)N(=O)=O)C[C@H](c1ccccc1)N1CCCC1,290,1.0,6.835999999999999,37.574999999999996,13.387799999999999,90.0,90.0,90.0,3438.826455059996
O=C(OCN1C(=O)c2ccccc2C1=O)c1ccc(cc1)N(=O)=O,284,1.0,13.2981,7.548499999999999,29.094999999999995,90.0,90.0,90.0,2920.576694895752
O=N(=O)c1ccccc1/C=C/C=C/c1ccccc1,143,1.0,24.7041,6.5046,8.2383,90.0,90.0,90.0,1323.814806715339
CN1C=NC(=C1N1C=C(N=N1)C1CC1)N(=O)=O,115,1.0,7.8053,8.5264,15.7343,90.0,90.0,90.0,1047.1351288142562
CCOC(=O)[C@@]1(N(=O)=O)[C@H]([C@H]1C)/C=C/c1ccccc1,115,1.0,6.4861,11.1688,19.665,90.0,90.0,90.0,1424.5710191171995
COc1cc(cc(c1OC)OC)/C(=C\c1ccc(cc1)N(=O)=O)/C(=O)C,95,1.0,25.42262713982502,7.284199999999998,18.4845,90.0,86.99841419241358,90.0,3418.328321394195
O=C1CCCC[C@H]1[C@@H](c1ccc(cc1)N(=O)=O)O,81,1.0,6.6772,22.125000000000007,8.1017,90.0,91.684,90.0,1196.3719215012904
O=C1CCc2c1c1ccccc1cc2N(=O)=O,82,1.0,7.081899999999999,7.6258,18.583000000000002,90.0,87.909,90.0,1002.9095137053603
Cc1cc(C)c(c(c1)C)/C(=C\C(=O)c1ccc(cc1)N(=O)=O)/C=C/c1ccccc1,81,1.0,14.585800000000003,15.8089,9.187799999999998,90.0,100.884,90.0,2080.4630370476625
O=C(C1=Nc2ccccc2O1)c1cccc(c1)N(=O)=O,82,1.0,8.5985,11.5339,11.601899999999999,90.0,81.69500000000001,90.0,1138.543378402278
O=C(N1CC=C[C@]21C(=O)N(C1=C2C(=O)c2c(O1)cccc2)Cc1ccccc1)c1ccc(cc1)N(=O)=O,72,1.0,16.9385,10.2484,14.056199999999999,90.0,102.46999999999998,90.0,2382.488468878885
COc1cc(ccc1C(=O)Nc1ccccc1N1C=CC=N1)N(=O)=O,290,1.0,8.3128,31.328000000000007,12.098000000000004,90.0,90.0,90.0,3150.6022738432016
O=C(COc1ccc(cc1)N(=O)=O)c1ccccc1,81,1.0,8.093000000000002,13.179,11.412000000000004,90.0,91.431,90.0,1216.7974597069447
CN1C=C[N+](=N1)[C-](N(=O)=O)N(=O)=O,116,1.0,7.7002,14.3978,12.7602,90.0,90.0,90.0,1414.671561973513
Cc1ccc(Nc2cc(O)c(cc2N(=O)=O)N(=O)=O)cc1N,82,1.0,5.3179,17.5462,14.345849508887284,90.0,82.32297790696833,90.0,1326.5979364671248
O=C1/C(=C/c2ccc(cc2)N(=O)=O)/CC/C/1=C\c1ccc(cc1)N(=O)=O,82,1.0,8.8843,6.4355,29.997,90.0,86.105,90.0,1711.1143905447518
NC1=C(N=NC2=NC(=NN12)N(=O)=O)N(=O)=O,39,3.0,6.235299999999999,22.472999999999995,17.608999999999998,90.0,100.2,90.0,2428.479945965086
NC1=C(N=NC2=NC(=NN12)N(=O)=O)N(=O)=O,39,3.0,6.204999999999999,22.369999999999997,17.546999999999997,90.0,100.18,90.0,2397.2830681851924
NC1=NN=NN1CCN1N=C(C(=C1N=[N+]=[N-])N(=O)=O)N(=O)=O,81,1.0,6.5577,31.044999999999998,5.842,90.0,95.054,90.0,1184.712533451852
O=C1CC(C)(C)CC2=C1[C@H](Nc1c(N2)cccc1)c1ccc(cc1)N(=O)=O,81,1.0,11.661699999999998,11.771599999999998,13.340599999999998,90.0,96.674,90.0,1818.9455821673619
CN1C[C@@H](Cc2c3-c4c1cccc4C(c3ccc2)(C)C)N(=O)=O,6,1.0,9.743099999999998,6.945899999999998,12.140299999999996,90.0,105.25700000000002,90.0,792.6331376487096
COC(=O)[C@]12CCC(C[C@@H]2C2=CC[C@@H]3[C@]([C@]2(CC1)C)(C)CC[C@H]1[C@@]3(C)C[C@@H]([C@@H]2[C@]1(C)CO[C@@H](O2)c1ccc(cc1)N(=O)=O)O)(C)C,115,1.0,9.5259,17.5146,20.0556,90.0,90.0,90.0,3346.122996244583
COC[C@@]12C[C@]3(C=C[C@@H]4[C@H]3C[C@H]2[C@H]1C=C4)OC(=O)c1ccc(cc1)N(=O)=O,164,1.0,16.3707,9.479,11.3192,90.0,90.0,90.0,1756.4892929037599
C=CC[C@]([C@H]([C@@H](c1ccccc1)C=C)OC(=O)c1ccc(cc1)N(=O)=O)(c1ccccc1)O,6,1.0,5.7846,10.080999999999998,20.65399999999999,90.0,95.51000000000002,90.0,1198.863652032293
C=C[C@@H]([C@@H](C(=O)c1ccccc1)O)c1ccc(cc1)N(=O)=O,1,1.0,6.471799999999999,7.7276,7.995599999999999,68.426,85.638,87.899,370.76474080439516
O=N(=O)N(CC(N(=O)=O)(N(=O)=O)N(=O)=O)c1nnc(nn1)N(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O,6,1.0,6.875300000000001,10.7635,12.664699999999998,90.0,74.812,90.0,904.481137265439
O=N(=O)N(CC(N(=O)=O)(N(=O)=O)N(=O)=O)c1nnc(nn1)N(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O,6,1.0,6.824,10.61,12.631300000000001,90.0,74.64299999999999,90.0,881.8853139973161
COc1ccc(c(c1OC)OC)/C=C/C(=O)c1ccc(cc1)N(=O)=O,81,1.0,11.318,12.0658,12.6476,90.0,101.652,90.0,1691.5726038200544
O=C(c1ccc(cc1)N(=O)=O)O[C@]12C[C@]2(C)C[C@]23[C@H]1[C@]2(C=CCC3)c1ccccc1,81,2.0,8.1296,15.467900000000002,33.05109999999999,90.0,94.9069,90.0,4140.872316580497
Cc1ccc(cc1)/C(=C\N(=O)=O)/N1CCCCC1,81,1.0,8.018,16.118000000000002,10.272000000000002,90.0,94.878,90.0,1322.6847695606627
COc1cc(/C=N/Nc2ccc(cc2)N(=O)=O)cc(c1OC)OC,21,1.0,4.0325,12.6155,15.365369989552494,90.0,97.54542307933662,90.0,774.8987592655835
O=C1/C(=C/c2ccccc2N(=O)=O)/CCC/C/1=C\c1ccccc1N(=O)=O,82,1.0,8.482,13.435,15.377,90.0,87.04,90.0,1749.9584742506277
O=N(=O)c1ccc(c(c1)/C=N/c1cccc(c1)N(=O)=O)N1CCCCC1,82,1.0,9.6411,13.959,13.372800000000002,90.0,72.18599999999999,90.0,1713.4251266945064
C[C@]12COC[C@@H](O2)[C@@H](O1)c1ccc(cc1)N(=O)=O,82,1.0,11.5989,5.7251,17.8093,90.0,71.39499999999997,90.0,1120.820855874534
O=N(=O)c1ccc(cc1)C(c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O,115,2.0,8.731659999999998,17.356999999999992,22.172869999999996,90.0,90.0,90.0,3360.418683548316
Cc1ccc2c(c1)[C@@H]1C[C@H](O2)OC2([C@@H]1N(=O)=O)CCCC2,115,1.0,7.2163,10.518,19.189,90.0,90.0,90.0,1456.4651218025992
O=Cc1ccc(Oc2ccc(cc2N(=O)=O)N(=O)=O)cc1,2,1.0,6.956099999999999,7.304,13.288299999999996,100.988,95.557,107.424,623.7589749646495
NC(=O)O[C@H](C(N(=O)=O)(N(=O)=O)N(=O)=O)C,81,1.0,12.845999999999997,7.5005999999999995,9.523399999999997,90.0,99.254,90.0,905.6628720847881
Oc1ccc(cc1/C=N/c1ccccc1)N(=O)=O,82,1.0,8.077400000000003,6.5801,21.668,90.0,81.75999999999998,90.0,1139.7671399059293
CC(=O)[C@@H]1C/C(=C\CCCOC1=O)/c1ccc(cc1)N(=O)=O,2,1.0,8.1581,9.5889,10.4998,108.78,106.228,94.613,733.4241016716244
C[C@@H]1COC(=O)[C@H](CC(=C1)c1ccc(cc1)N(=O)=O)C(=O)C,2,1.0,8.8711,9.5519,10.3514,64.631,69.845,81.10599999999998,743.9923906507195
C=CN1C(=CC2=C1CCCC2)C#CC#CC#Cc1ccc(cc1)N(=O)=O,2,1.0,7.011,8.377,15.363000000000003,100.02999999999999,94.52,105.83,847.1684186276042
O=N(=O)c1ccc(cc1)C#CC#CC#CC1=CC2=C(CCCC2)N1Cc1ccccc1,95,1.0,18.811212201577607,13.024000000000001,18.083999999999996,90.0,65.41598410982482,90.0,4028.912106220851
C=CN1C(=CC2=C1CCCC2)C#CC#CC#CC#Cc1ccc(cc1)N(=O)=O,81,1.0,15.996,6.903,17.090999999999994,90.0,105.9,90.0,1814.9932476714846
CC(N(C(=O)[C@H](c1ccc(cc1N(=O)=O)N(=O)=O)c1ccccc1)C(C)C)C,81,1.0,8.631699999999999,14.0216,16.561699999999995,90.0,96.618,90.0,1991.1100572645387
CCN(CC)C1=C(c2ccccc2)c2ccc(cc2O1)N(=O)=O,2,2.0,7.210699999999999,14.9108,17.779789563217633,108.22569114851576,114.16574944943677,100.357,1548.5801840939414
COc1cc(cc(c1OC)OC)[C@H]1C[C@H]2[C@](O1)(c1ccc(cc1)N(=O)=O)N1[N@@](C2)CCC1=O,290,1.0,9.616469999999998,21.8067,20.6144,90.0,90.0,90.0,4322.911342848823
NC1=NON=C1[N+]([O-])=NN1C=NC(=N1)N(=O)=O,115,1.0,4.8786,7.941599999999999,22.587,90.0,90.0,90.0,875.1082380091201
O=N(=O)C1=NN(C=N1)N=[N+]([O-])C1=NON=C1N=NC1=NON=C1[N+]([O-])=NN1C=NC(=N1)N(=O)=O,112,1.0,13.411,17.282999999999998,7.552,90.0,90.0,90.0,1750.4200277760003
O=C(c1ccc(cc1)N(=O)=O)OC[C@]12CO[C@H](C1)c1c(C2=O)cccc1,81,1.0,10.0686,7.1584,22.939199999999996,90.0,94.083,90.0,1649.148093379165
O=N(=O)C1=NN(C=N1)N=[N+]([O-])C1=NON=C1N(=O)=O,6,1.0,6.2831,6.0046,13.003,90.0,91.56,90.0,490.38888892693393
CN1C(=O)N(CCCCCN2CCN(CC2)c2ccc(cc2)N(=O)=O)C2(C1=O)c1ccccc1c1ccccc21,82,1.0,8.8799,23.555,13.2498,90.0,80.92800000000001,90.0,2736.7406535926534
CCOC(=O)C1=C(C)NC(=C1O)c1ccc(cc1)N(=O)=O,284,1.0,13.6806,7.6185,25.8478,90.0,90.0,90.0,2694.003784502579
Oc1nc2c(CCCCC2(N(=O)=O)N(=O)=O)c(C#N)c1C#N,95,1.0,18.773,8.375,18.55858493486356,90.0,66.04746730014641,90.0,2666.573323750091
O=N(=O)C1=NN(CC#C)C=N1,290,1.0,7.1909,12.811,14.745000000000003,90.0,90.0,90.0,1358.3480304255006
C=CN1C=NC(=N1)N(=O)=O,81,2.0,7.154299999999998,21.430999999999997,8.761499999999996,90.0,112.92,90.0,1237.2886508397569
Oc1ccc(cc1c1nc2CCc3ccccc3c2c2CCc3ccccc3c12)N(=O)=O,95,2.0,30.46050584119427,14.286999999999999,19.5456,90.0,80.59536580288311,90.0,8391.704889359473
O[C@@H](c1ccccc1)/C=C/c1ccc(cc1)N(=O)=O,6,4.0,9.692,24.554,11.523000000000001,90.0,114.85000000000001,90.0,2488.3146845158453
O=C(OC1=C(N(Cc2ccccc2)c2ccccc12)c1ccc(cc1)N(=O)=O)c1ccccc1,81,1.0,10.646999999999998,6.051300000000001,35.119,90.0,97.76200000000001,90.0,2241.922379131745
O=C(OC[C@]1(CC(C)([C@@H]2[C@@H](O2)C1=O)C)C)c3ccc(N(=O)=O)cc3,9,2.0,20.9111,10.466499999999998,15.941400000000003,90.0,105.05889999999998,90.0,3369.214964097984
O=C(c1ccc(cc1)N(=O)=O)OCC1=C2[C@H](C=C[C@H]1C)C(C[C@]2(C)COC(=O)c1ccc(cc1)N(=O)=O)(C)C,81,1.0,28.362,5.9866,16.1832,90.0,100.97,90.0,2697.566821609031
COc1c(OC)c(OC)cc2c1C(=NC[C@@H]2Cc1ccncc1)c1ccc(c(c1)N(=O)=O)OC,82,1.0,12.074000000000002,12.896,15.450000000000001,90.0,74.154,90.0,2314.245019371664
COc1ccc(c2c1-c1c(cccc1OC(=O)c1c(C)cccc1N(=O)=O)OC(=O)C[C@@](C2)(C)O)OC,2,1.0,9.493400000000001,10.154400000000006,12.7553,91.25800000000001,105.901,98.768,1166.1102500054812
COc1ccc(c2c1-c1c(cccc1OC(=O)c1c(C)cccc1N(=O)=O)OC(=O)C[C@](C2)(C)O)OC,2,1.0,8.476100000000002,10.8798,13.1666,74.814,81.523,88.727,1158.8290014281454
Oc1c(cc(cc1c1ccccc1)/C=C/c1ccc(cc1)N(=O)=O)c1ccccc1,81,1.0,11.892300000000002,12.958999999999996,12.711799999999995,90.0,97.63800000000002,90.0,1941.663517163356
Cc1cc(/N=C/c2ccc(cc2N(=O)=O)N(=O)=O)cc(c1O)C,2,1.0,6.693199999999999,7.6756,15.164900000000001,86.795,85.596,68.43799999999999,722.1048851699352
CC1(C)OC(=O)C(=C(O)Cc2ccccc2N(=O)=O)C(=O)O1,81,1.0,5.2827,21.5164,12.6277,90.0,97.844,90.0,1421.8937046891847
O=C(c1cnc2c(n1)cccc2)N/N=C/c1ccccc1N(=O)=O,39,1.0,12.950299999999997,15.488,6.963700000000002,90.0,91.712,90.0,1396.1154102167525
O=N(=O)C[C@@H](N1N=C2C(=N1)C=CC=C2)c1ccccc1,82,1.0,6.044,25.76,8.731000000000003,90.0,78.82000000000001,90.0,1333.5627196876108
COCc1c(C#N)c(NN)nc(C)c1N(=O)=O,82,1.0,7.500299999999999,8.319699999999997,17.493431789626644,90.0,86.69856470128052,90.0,1089.7828072674683
CCOC(=O)C1=C(C)NC(=O)C[C@@H]1c1cccc(c1)N(=O)=O,81,1.0,8.473,21.71699999999999,9.018,90.0,116.64,90.0,1483.2274230403216
O=C1OCCN1C(=O)[C@@H]1CCN([C@@H]1c1ccc(cc1)N(=O)=O)Cc1ccccc1,115,2.0,8.258599999999998,10.455799999999998,44.12639999999999,90.0,90.0,90.0,3810.3265488328298
O=N(=O)c1ccc(Nc2ccccc2)cc1Nc1ccccc1,81,1.0,13.347,15.571,7.221999999999999,90.0,104.416,90.0,1453.6618966852443
CC1(C)CC(=O)C2=C(c3ccc(cc3)N(=O)=O)C3=C(N=C(N)N3N=C2C1)c1ccccc1,81,1.0,9.244599999999998,9.878199999999998,23.18499999999999,90.0,98.926,90.0,2091.6134941237074
O=N(=O)c1cc2N=NN(c2c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,81,1.0,6.697000000000003,20.325,11.867999999999999,90.0,100.24999999999997,90.0,1589.6497682369368
C[C@@H](c1ccc(cc1N(=O)=O)N(=O)=O)c1ccc2c(n1)c1ncccc1cc2,82,1.0,15.477,5.1818,21.754,90.0,83.70500000000001,90.0,1734.1236484049793
CC[N+](CC)(CC)[N-]C1=NC(=NO1)c1ccc(cc1)N(=O)=O,81,2.0,18.072,13.045000000000003,14.646,90.0,113.09,90.0,3176.18075197659
COC(=O)CCc1cc(OC)c(cc1/C=C/C(=O)OC)N(=O)=O,2,1.0,7.820000000000001,9.417999999999997,11.337000000000003,99.83,100.97,100.87,786.2893755673476
CC1=Nc2c(cc(cc2N(=O)=O)N(=O)=O)N1c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,81,1.0,11.261,9.769999999999998,16.419999999999995,90.0,106.04,90.0,1736.198024579998
CC1=Nc2c(cc(cc2N(=O)=O)N(=O)=O)N1c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,81,1.0,13.238,11.796999999999999,10.962999999999997,90.0,100.79999999999998,90.0,1681.7517085881993
O=C([C@@]12CC[C@](C2(C)C)(C(=O)O1)C)O[C@H](c1ccccc1N(=O)=O)C,115,1.0,7.331,13.147,18.045000000000005,90.0,90.0,90.0,1739.1889555650007
CN(C)CCCNc1ccnc2c1ccc(C)c2N(=O)=O,81,1.0,11.288,11.057000000000002,12.698999999999998,90.0,91.37,90.0,1584.5270979145491
CN(C)CCCNc1ccnc2c1cccc2N(=O)=O,290,1.0,13.015000000000002,13.178000000000004,16.861999999999995,90.0,90.0,90.0,2892.0297795400024
CN(C)CCCNc1c2ccccc2nc(C)c1N(=O)=O,81,1.0,9.458,17.918,9.012,90.0,93.88,90.0,1523.7490999135005
CN(C)CCCNc1c2ccccc2ncc1N(=O)=O,2,1.0,8.723999999999998,8.862000000000002,9.709999999999999,86.59,68.32999999999997,87.34999999999998,696.1718124502693
COC1=C(C(=O)CCC1)C(=O)c1ccccc1N(=O)=O,290,1.0,9.925,25.374,10.433,90.0,90.0,90.0,2627.4148993499984
COc1ccc(c(c1OC)CC(=O)C)/C=C(/N(=O)=O)\C,81,1.0,12.905800000000003,13.0754,8.283199999999999,90.0,99.275,90.0,1379.5031985767894
O=N(=O)O[C@H]1CC[C@@H]2N([C@H]1CC[C@@H]2ON(=O)=O)c1ccccc1N(=O)=O,115,1.0,8.784,10.095000000000004,18.093,90.0,90.0,90.0,1604.3873666400004
CC1=CC(=O)[C@@]2(C(=O)O1)c1ccc(cc1C(=C2c1ccccc1)C)N(=O)=O,1,2.0,9.472899999999997,9.886899999999999,11.049,66.75399999999999,70.621,64.03899999999997,838.8782898910358
O=N(=O)c1ccccc1OCCOCCOc1ccccc1N(=O)=O,81,1.0,7.853999999999999,31.746,7.298000000000002,90.0,117.42,90.0,1615.2056326049967
O=C(c1cc(cc(c1)N(=O)=O)N(=O)=O)OCC1=CC[C@@]2(CC1)C(C)(C)CC[C@@]2(O)C(=O)C,1,2.0,6.844599999999999,13.4597,13.898,116.653,96.036,102.417,1087.329580961544
CN(C)C(=O)CN(C)C1=CC=C(C2=NON=C12)N(=O)=O,1,4.0,5.6054,10.368042864096202,23.022,90.0,90.0,105.64336682352054,1288.410113721405
O=N(=O)C1=NO[N+](=C1C1=[N+]([O-])ON=C1N=[N+]=[N-])[O-],115,1.0,5.696699999999999,8.395999999999997,18.883999999999993,90.0,90.0,90.0,903.2121495887991
