smiles,hall,zprime,a,b,c,alpha,beta,gamma,volume
Cc1ccc(cc1)N[C@H](/C(=N/Nc1ccc(cc1C)N(=O)=O)/C(C)C)c1ccccc1,115,1.0,8.209,9.916300000000001,27.473999999999997,90.0,90.0,90.0,2236.4634586758
O=N(=O)C1=Cc2ccc3ccccc3c2O1,81,1.0,6.5,19.866,7.374999999999998,90.0,90.77,90.0,952.2403775713548
CC(=O)/C(=N/Nc1ccccc1N(=O)=O)/C,82,1.0,6.73,11.305,14.16,90.0,90.0,90.0,1077.3303239999996
C/C(=N\Nc1ccccc1N(=O)=O)/C(=N/Nc1ccccc1N(=O)=O)/C,6,1.0,6.078,5.122,25.8,90.0,84.39999999999998,90.0,799.3597933352572
CC(=O)/C(=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)/C,81,1.0,10.013,11.629999999999999,10.528999999999998,90.0,108.0,90.0,1166.1042605674777
CC1(C)OC(=O)C(=NNc2ccc(cc2N(=O)=O)N(=O)=O)C(=O)O1,81,1.0,14.235999999999999,5.219999999999999,20.110999999999997,90.0,99.4,90.0,1474.419292893064
CC[C@H]([C@@H](c1ccccc1)Nc1ccc(cc1)C)N(=O)=O,436,1.0,16.594699999999996,16.594699999999996,30.510999999999996,90.0,90.0,119.99999999999999,7276.556147871426
COc1ccc(CN2C(=CC(=O)c3cc(ccc23)N(=O)=O)c2ccc(C)cc2)cc1,81,1.0,10.474500000000003,10.6976,17.8031,90.0,91.384,90.0,1994.2912033352425
O=C1C=C(N(CCCc2ccccc2)c2ccc(cc12)N(=O)=O)c1ccccc1,290,1.0,10.421299999999999,15.0974,24.627899999999993,90.0,90.0,90.0,3874.8191851678994
Cc1ccc(cc1)C1=CC(=O)c2c(N1[C@@H](c1ccccc1)C)ccc(c2)N(=O)=O,115,1.0,9.9322,13.615399999999998,14.405200000000004,90.0,90.0,90.0,1948.027813226576
NC(=O)[C@H](c1ccccc1)/N=C/c1ccc(cc1)N(=O)=O,6,1.0,6.7108,7.936300000000002,13.240999999999998,90.0,98.269,90.0,697.8699357222524
NC(=O)[C@H](c1ccccc1)/N=C/c1cccc(c1)N(=O)=O,115,1.0,7.180599999999999,7.7128,25.267000000000003,90.0,90.0,90.0,1399.3504279585604
NC(=O)[C@H](c1ccccc1)/N=C/c1ccccc1N(=O)=O,115,1.0,5.232,13.79,18.637900000000005,90.0,90.0,90.0,1344.7110657120006
O=C1N(C)c2ccccc2C2=C1[C@@H](C=C(O2)c1ccccc1)c1cccc(c1)N(=O)=O,2,1.0,7.9731999999999985,11.0621,11.7442,78.303,80.05600000000001,75.75999999999999,974.8995088354807
CCOC(=O)C1=NOC(=C1/C(=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)/C)C,2,1.0,8.3363,8.492999999999999,12.2379,92.568,102.229,104.44899999999998,815.6239561758213
CCCC[C@]1(COC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)C=C[C@@]2(C1)O[C@@H]([C@H](O2)C)C,9,1.0,37.76,5.74,10.91,90.0,98.24,90.0,2340.247821995569
CNc1ccc(cn1)N(=O)=O,82,1.0,6.237099999999998,16.2341,6.531799999999999,90.0,90.0,90.0,661.3689510374976
CNc1cccnc1N(=O)=O,81,2.0,14.528,3.8036,24.287,90.0,96.042,90.0,1334.6128846749627
CNc1ccc(nc1)N(=O)=O,143,1.0,18.2824,3.7791,9.8043,90.0,90.0,90.0,677.3890662087125
O=C1CCC[C@]21CO[C@H](C2)c1ccc(cc1)N(=O)=O,115,1.0,6.8958,10.069,18.424,90.0,90.0,90.0,1279.2485191248
O=C1CCCC[C@]21CO[C@H](C2)c1ccc(cc1)N(=O)=O,82,1.0,6.396600000000001,10.011999999999999,21.85974043948615,90.0,82.88620061831199,90.0,1389.1814122254432
COc1cc(ccc1/N=N/c1ccc(cc1)N(C)C)N(=O)=O,2,2.0,7.301,13.854,14.575,90.842,90.334,91.935,1473.203633850356
N#C/C(=C\c1cccc(c1)N(=O)=O)/C(=O)NCC1=CC=CO1,2,1.0,7.435800000000001,9.416500000000001,10.3934,90.93800000000002,96.91,105.872,693.9824266706818
O=N(=O)c1ccc(cc1)/C=N/c1ccc(cc1)Nc1ccccc1,39,1.0,10.388499999999999,16.79019999999999,8.9064,90.0,97.704,90.0,1539.4766317868102
O=N(=O)c1cc(ccc1/C=N/c1ccc(cc1)Nc1ccccc1)N(=O)=O,115,1.0,6.5715,15.053299999999995,17.0598,90.0,90.0,90.0,1687.6025172548093
CCN(c1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O)CC,81,1.0,16.1019,7.6028,12.3616,90.0,91.615,90.0,1512.7000769451813
CC([C@H]1OC(=O)C(=C1c1ccc(cc1)N(=O)=O)C)C,90,1.0,13.270100000000003,23.893000000000004,8.145800000000001,90.0,93.231,90.0,2578.622243389951
Oc1ccc(cc1/N=N/c1ccc(cc1)Oc1ccc(cc1)N(=O)=O)c1ccccc1,2,1.0,7.364,7.725600000000002,17.8444,100.43399999999998,90.002,100.448,981.2833226119927
O=C(NCc1ccccc1N(=O)=O)Nc1cccc2ccccc12,115,1.0,8.340999999999998,12.932999999999998,14.004999999999999,90.0,90.0,90.0,1510.777512765
O=N(=O)[C@H]1C(=C[C@@](C(=O)[C@]1(C)N(=O)=O)(C)N(=O)=O)C(C)(C)C,81,1.0,6.845999999999999,13.334999999999999,16.612000000000005,90.0,94.06,90.0,1512.7270945812593
O=N(=O)[C@H]1C(=C[C@](C(=O)[C@@]1(C)N(=O)=O)(C)N(=O)=O)C(C)(C)C,82,1.0,7.338,12.777,16.379,90.0,79.54000000000002,90.0,1510.1364569171415
O=N(=O)[C@H]1C(=C[C@@](C(=O)[C@@]1(C)N(=O)=O)(C)N(=O)=O)C(C)(C)C,115,1.0,8.544999999999998,9.654999999999996,18.18499999999999,90.0,90.0,90.0,1500.2984153749985
O=N(=O)[C@H]1C(=C[C@@](C(=O)[C@@]1(C)O)(C)N(=O)=O)C(C)(C)C,82,1.0,6.677,12.956,17.185,90.0,84.54,90.0,1479.8814189470384
CC[C@@H]([C@H](N1C(=O)c2c(C1=O)cccc2)CN(=O)=O)C=O,115,1.0,8.8129,12.720400000000003,12.919000000000002,90.0,90.0,90.0,1448.2665784140402
O=C[C@@H]([C@@H](N1C(=O)c2c(C1=O)cccc2)CN(=O)=O)Cc1ccccc1,115,1.0,10.855,11.464,13.728,90.0,90.0,90.0,1708.3359321600012
CC(C)(C)OC(=O)c1cc2cc(cc(c2cc1O)N(=O)=O)N(=O)=O,2,1.0,6.8857,7.8782000000000005,14.19553535306267,74.15066580593816,88.9204668773139,80.621,730.6185246420996
CCOC(=O)c1cc2cc(cc(c2cc1O)N(=O)=O)N(=O)=O,2,1.0,6.485100000000001,8.2205,12.0587,92.463,91.458,99.30299999999998,633.4749451212939
O=N(=O)C1=NN(C(=N1)C1=NNC=N1)C(N(=O)=O)(N(=O)=O)N(=O)=O,82,1.0,9.3704,10.1971,12.6503,90.0,75.39800000000001,90.0,1169.7055243475575
O=N(=O)C1=NN(C(=N1)C1=NN(C=N1)C(N(=O)=O)(N(=O)=O)N(=O)=O)C(N(=O)=O)(N(=O)=O)N(=O)=O,82,1.0,10.079,12.721,12.753499999999999,90.0,87.67700000000002,90.0,1633.8456885357707
O=N(=O)C(CC(N(=O)=O)(N(=O)=O)N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O,82,1.0,6.2929,21.082,10.176,90.0,86.71999999999998,90.0,1347.8070218627388
O=CC1=CC=CN([C@@H]1c1cccc(c1)N(=O)=O)c1ccc(cc1)OC,115,1.0,7.062399999999999,7.6001,29.924000000000003,90.0,90.0,90.0,1606.169091285761
O/N=C(\N1C=C(N=C1C)N(=O)=O)/c1ccc(cc1)C,82,1.0,6.208699999999999,15.2664,13.446600000000002,90.0,79.53699999999999,90.0,1253.3368453521955
CCc1ccc(cc1)/C(=N/O)/N1C=C(N=C1C)N(=O)=O,112,2.0,14.153999999999998,14.763,13.021000000000003,90.0,90.0,90.0,2720.8095915419995
COC(=O)C1=C2NCC[C@H]([C@@H]2CC1)c1cc(OC)c(cc1N(=O)=O)OC,9,1.0,27.343999999999998,8.421100000000001,7.8111999999999995,90.0,93.348,90.0,1795.5882660038433
O=N(=O)c1ccc(cc1)[C@H]1OCC[C@@H]2[C@H]1[C@@H](c1ccccc1)c1c2cccc1,81,1.0,13.9135,11.7053,13.696099999999998,90.0,119.231,90.0,1946.5247491986156
O=C(C1=NOC(=C1N(=O)=O)N)OC[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3,81,1.0,20.331599999999998,6.7360999999999995,11.563599999999997,90.0,100.899,90.0,1555.1340505847847
Oc1c2COCCOCCOCCOCCOCc1cc(c2)N(=O)=O,81,1.0,10.503,9.003,18.924,90.0,101.98,90.0,1750.4517505240092
CC(=O)N1C(=O)/C(=C/C2=CN(c3c2c(ccc3)N(=O)=O)C(=O)OC(C)(C)C)/NC(=O)[C@@H]1Cc1ccccc1,82,1.0,13.379999999999999,8.484,22.903,90.0,74.51600000000002,90.0,2505.4934852628458
COCCCNC(=O)c1cc(c2ccc[nH+]c2c1[O-])N(=O)=O,82,1.0,10.63598,12.28334,11.083039999999999,90.0,72.97480000000002,90.0,1384.4929771357174
COCCCNC(=O)c1cc(c2CCCNc2c1O)N(=O)=O,90,1.0,38.43899999999999,10.7113,6.877500000000003,90.0,92.246,90.0,2829.509124673109
COCCCN1COc2c(cc(c3CCCN(C)c23)N(=O)=O)C1=O,2,1.0,7.3347,10.124099999999999,10.763900000000003,95.411,92.631,100.56599999999999,780.6109323114907
O=C1CCOC(=O)CCCCCC[C@@H](CC1)N(=O)=O,81,1.0,9.757999999999996,13.707,10.814,90.0,105.4,90.0,1394.4713772252992
OC(=O)CCCC[C@@]1(CCC(=O)O1)N(=O)=O,82,1.0,6.267397803828522,23.311,7.593999999999999,90.0,85.84977615776708,90.0,1106.5688072004355
N#C[C@@H](c1cccc2c1cccc2)NC(=O)c1ccc(cc1)N(=O)=O,6,1.0,4.98087,14.0357,11.32877,90.0,94.4463,90.0,789.6107159646147
N#C[C@H](c1cccc2c1cccc2)NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,81,1.0,8.3646,22.9273,9.497799999999994,90.0,110.706,90.0,1703.8122312787598
Nc1c(cccc1N(=O)=O)N(=O)=O,82,1.0,3.7819999999999996,27.729,7.152,90.0,84.59,90.0,746.6969241398025
CN1C=CC(=N1)N(=O)=O,82,1.0,6.356199999999999,10.506199999999998,8.594000000000001,90.0,90.0,90.0,573.9030955333601
CN1C=C(C=N1)N(=O)=O,81,1.0,7.419699999999999,10.180299999999999,8.3529,90.0,112.92400000000002,90.0,581.1046670488691
C[C@H](C1=CC[C@@H]2[C@H]1C2(C)C)OC(=O)c1ccc(cc1)N(=O)=O,6,1.0,10.2474,7.464900000000002,11.48,90.0,114.12,90.0,801.5001699193194
CN(C)Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,115,1.0,6.515600000000001,8.2006,20.6704,90.0,90.0,90.0,1104.457285602944
CO[C@@H]1O[C@H]2C[C@@H]1[C@@H](C2)N(=O)=O,115,1.0,6.3924,8.0309,15.4956,90.0,90.0,90.0,795.4933583892954
O=C(c1cc(cc(c1)N(=O)=O)N(=O)=O)OC[C@@H]([C@]12CCCC[C@@H]2C1)CCc1ccccc1,1,1.0,6.7366,8.1325,10.369000000000002,78.418,82.601,86.431,551.4817823732133
O=N(=O)c1cccc(c1)[C@H]1C2=C(C[C@H](CC2=O)c2ccccc2)O[C@@]2([C@@H]1C(=O)C[C@@H](C2)c1ccccc1)O,115,1.0,8.973,13.520000000000001,21.251,90.0,90.0,90.0,2578.06421496
O=C(Nc1ccc(cc1)N(=O)=O)Oc1ccccc1,2,2.0,9.672200000000002,10.254299999999999,12.4787,84.625,79.386,77.955,1187.7341568180816
COc1ccc(cc1)C1=C(C=O)N2C=C(C=CC2=N1)N(=O)=O,81,1.0,10.8516,12.070999999999996,10.263099999999996,90.0,93.2,90.0,1342.2638422031307
COCCCN1C(=O)[C@H]2[C@@H](C1=O)[C@@](N[C@H]2c1ccccc1N(=O)=O)(Cc1ccccc1)C(=O)OC,82,1.0,10.5539,21.1479,10.722700000000001,90.0,71.06299999999999,90.0,2263.6984714384917
COC1(OC)[C@H]2C[C@@H]([C@@H](C1=O)C=C2/C=C/N(=O)=O)c1cc(OC)ccc1OC,82,1.0,14.4111,7.9952,17.4713,90.0,68.97999999999999,90.0,1879.0796942988643
COC(=O)C(C)(C)C(=O)C(C)(C)C(=O)c1ccc(cc1)N(=O)=O,90,1.0,29.31360000000001,6.889899999999999,15.490800000000004,90.0,91.301,90.0,3127.8358497116897
CC(O)=C1C=C(C=C1C(C)=O)N(=O)=O,81,1.0,5.115000000000001,10.78,16.126,90.0,91.38000000000001,90.0,888.9249012323783
O=N(=O)c1cc(ccc1N/N=C/1\CCC[C@]2([C@]1(C)CCC2)O)N(=O)=O,81,1.0,7.914999999999999,33.76,7.486999999999999,90.0,97.96,90.0,1981.3284198318267
O=C1Oc2ccccc2C2=C1N[C@@H]1[C@@H]([C@H]2c2ccc(cc2)N(=O)=O)COc2c1cccc2,81,1.0,16.814,13.493,8.759100000000002,90.0,100.73199999999999,90.0,1952.4304043364227
CC(=O)N[C@@H]1C(=C[C@@H]([C@H]([C@@H]1N(=O)=O)c1ccccc1)C)C,82,2.0,11.9261,17.9405,15.236500000000003,90.0,83.93899999999998,90.0,3241.781265084408
Nc1c(c(N)c(c(C(O)=O)c1N(=O)=O)N(=O)=O)N(=O)=O,81,1.0,7.2461,10.309699999999998,13.961999999999998,90.0,101.023,90.0,1023.7894205306628
Cc1cc(cc(C)n1)N(=O)=O,81,2.0,19.075,5.419,15.045,90.0,108.15,90.0,1477.7846175005686
O=N(=O)C[C@@H](c1ccccc1)CC(=O)c1ccccn1,6,2.0,5.9914000000000005,23.6681,9.828,90.0,95.615,90.0,1386.9730403933536
CC[C@H]([C@H](c1ccccc1)C[C@@H]1O[C@@H]([C@H](O1)C)C)N(=O)=O,115,1.0,8.382999999999997,10.804999999999998,17.403,90.0,90.0,90.0,1576.3344159449996
CN(c1ccc(cc1)/C=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)C,90,1.0,11.243,10.526,26.029,90.0,96.219,90.0,3062.2435477526083
O=C([C@H]1[C@H](N1c1ccccc1OC(C)(C)C)c1ccc(cc1)N(=O)=O)OC(C)(C)C,82,1.0,11.8592,10.7332,17.2217,90.0,83.41199999999999,90.0,2177.6265287431283
O=C([C@H](C1=C(C)Nc2c1cccc2)[C@@H](N(=O)=O)C)OC(C)(C)C,82,1.0,13.252000000000002,8.312,16.889,90.0,74.043,90.0,1788.6520404578287
O=C([C@@H]([C@@H](N(=O)=O)C)C1=CC=CN1)OC(C)(C)C,112,1.0,9.8572,23.3339,5.9374,90.0,90.0,90.0,1365.643081345592
O=N(=O)/C=C/1\CCCN1C,81,1.0,6.023,15.850999999999999,7.446999999999997,90.0,106.89999999999999,90.0,680.2651387516452
O=N(=O)C1=NO[N+](=C1C1=NN=C(O1)N=NC1=NN=C(O1)C1=[N+]([O-])ON=C1N(=O)=O)[O-],6,1.0,9.516199999999996,4.989629999999999,15.969699999999998,90.0,105.31339999999997,90.0,731.3561996661941
O=N(=O)C1(N(=O)=O)[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]2[C@H]3[C@H]4C1(N(=O)=O)N(=O)=O,22,2.0,7.761000000000001,11.5,13.902232976189186,90.0,76.69183257619164,90.0,1207.4749200437711
CC(C)(C)OC(=O)C1=C(OCc2ccccc2)C(=O)NC(=N1)c1cccc(c1)N(=O)=O,82,1.0,15.356000000000003,7.612,18.13,90.0,88.43199999999997,90.0,2118.4198473721513
NC1=NON=C1N(=O)=O,164,2.0,14.864,5.384999999999999,11.630000000000003,90.0,90.0,90.0,930.8959031999995
NC1=NON=C1N(=O)=O,164,2.0,14.9183,5.396199999999999,11.655099999999997,90.0,90.0,90.0,938.2603807243464
O=N(=O)NC1=NN/C(=N\N(=O)=O)/C2=C1NC(=N2)N(=O)=O,290,1.0,9.7494,16.4499,12.7811,90.0,90.0,90.0,2049.790065987366
O=N(=O)[C@]12[C@H]3C[C@H]4[C@]2(N(=O)=O)[C@H]2C[C@@H]1[C@H]1[C@@H]3[C@@H]4[C@@H]21,2,2.0,11.66,7.668999999999998,11.933853845398321,90.0,71.12038029016753,90.0,1009.7205242504884
C[C@H]1C=C[C@@H]2[C@@H]([C@H]1N(=O)=O)CC[C@@H]2OCc1ccccc1,81,1.0,11.766,5.101,24.18,90.0,90.36,90.0,1451.2154435641296
CC[C@]([C@@H](c1ccccc1)CN(=O)=O)(/C=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)C,2,1.0,8.2921,12.327228638789578,12.066,67.45871694323606,88.22,114.64620637880877,1008.2350053223311
O=N(=O)C[C@@H](C(=O)N1C(=O)O[C@@H]2[C@@]31CC[C@H](C3(C)C)C2)O,115,1.0,7.379200000000002,7.404400000000002,25.158999999999995,90.0,90.0,90.0,1374.6512412083212
O=N(=O)[C@H]([C@H](C(=O)N1C(=O)O[C@H]2[C@]31CC[C@@H](C3(C)C)C2)O)c1ccccc1,115,1.0,7.301,11.977999999999996,21.671,90.0,90.0,90.0,1895.1588126379997
O=N(=O)c1ccc(cc1)N/N=C/c1ccccc1,39,1.0,6.049000000000001,23.32,8.506,90.0,96.8,90.0,1191.4386158834202
O=N(=O)c1ccc(cc1)N/N=C/c1ccccc1,39,1.0,6.073999999999999,23.337999999999997,8.527000000000001,90.0,96.84,90.0,1200.141871274958
N#C[C@]1(CC=C[C@H]1c1ccccc1)COC(=O)c1ccc(cc1)N(=O)=O,82,1.0,7.9028,11.4108,18.4633,90.0,89.774,90.0,1664.9570413051704
CC(=O)O[C@H]1C[C@@H]2[C@H](O[C@@H]1COC(=O)C)OC(=N[C@@H]2c1cccc(c1)N(=O)=O)c1ccccc1,6,1.0,11.367000000000003,9.016800000000002,11.448999999999998,90.0,94.36,90.0,1170.0575192206911
CCOC(=O)C1=Nc2ccc(cc2N1O)N(=O)=O,82,1.0,4.483999999999998,10.188,23.106,90.0,89.00000000000001,90.0,1055.39044758956
CC1=[N+]([O-])ON=C1C1=NO[N+](=C1N(=O)=O)[O-],115,1.0,8.439100000000002,9.9494,10.2981,90.0,90.0,90.0,864.6694782970745
O=N(=O)C1=[N+]([O-])ON=C1C1=[N+]([O-])ON=C1c1ccccc1,2,2.0,10.0868,10.830799999999998,12.477900000000004,98.352,110.57699999999997,108.906,1154.5340880979782
Cc1ccc2N(Cc3cc(cc(c3OCc3ccc(cc3)N(=O)=O)C(C)(C)C)C(C)(C)C)Cc3cc(C)ccc3N(Cc3cc(cc(c3OCc3ccc(cc3)N(=O)=O)C(C)(C)C)C(C)(C)C)Cc2c1,1,1.0,9.2518,11.6474,13.3066,98.61800000000001,90.773,112.734,1303.5630820606216
OCC1(CO)C[C@@H]1C1=C(C)CC[C@H]1C(Oc1ccc(cc1)N(=O)=O)(C)C,82,1.0,16.53740000000001,6.1295,18.248299999999997,90.0,76.84,90.0,1801.178892207952
C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)OC[C@@H]1C[C@@H]1[C@@H]1C[C@H]1COC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C(C)C,115,1.0,7.507999999999999,8.633999999999999,40.479000000000006,90.0,90.0,90.0,2624.013610487998
CC(C)NC(=O)N(C(C)C)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,2,3.0,10.444,15.470000000000002,17.739999999999995,110.43,99.85,92.78,2628.107492602948
CCOC(=O)[C@@H]1C(=O)NC(=O)[C@@H]([C@H]1c1cc(ccc1O)N(=O)=O)C(=O)OCC,95,1.0,23.774717303232183,9.2047,17.3831,90.0,77.13723701689017,90.0,3708.6428147921483
CC(=O)C1=C(O)C[C@]([C@@H]([C@H]1c1ccc(cc1)N(=O)=O)C(=O)C)(C)O,290,1.0,8.623,18.746,20.176000000000002,90.0,90.0,90.0,3261.3849894080004
CN1CCOCCOCCOCCOc2cc(ccc12)N(=O)=O,82,1.0,15.055,4.4509,23.667999999999996,90.0,82.61,90.0,1572.7789190718595
O=C(OC(C1CC1)C1CC1)c1ccc(cc1)N(=O)=O,82,1.0,6.9505,28.848,7.3706000000000005,90.0,63.039,90.0,1317.2432462635668
O=C(OCC1CC1)c1cc(cc(c1)N(=O)=O)N(=O)=O,164,1.0,10.162,21.466500000000003,5.4350000000000005,90.0,90.0,90.0,1185.604884255
O=C(OCC1CC1)c1ccc(cc1)N(=O)=O,81,1.0,11.502999999999998,7.7574,12.736999999999997,90.0,111.04000000000002,90.0,1060.7906548625876
O=N(=O)c1ccc(OCC2CC2)cc1,81,1.0,11.179599999999997,7.2234,12.745,90.0,115.033,90.0,932.5384623816952
O=C(OC(C1CC1)C1CC1)c1ccc(cc1N(=O)=O)N(=O)=O,82,1.0,14.045899999999998,7.8502,14.278999999999998,90.0,64.57600000000001,90.0,1421.9706687715745
O=N(=O)c1cc(c(OCC2CC2)c(c1)N(=O)=O)N(=O)=O,115,1.0,6.159600000000001,7.902,24.235,90.0,90.0,90.0,1179.5940132119995
CN(CN(C1=NON=C1N(=O)=O)N(=O)=O)N(=O)=O,81,1.0,9.395999999999999,18.939899999999998,5.667699999999997,90.0,102.619,90.0,984.2560763488254
O=N(=O)N(CN(C1=NON=C1N(=O)=O)N(=O)=O)CN(C1=NON=C1N(=O)=O)N(=O)=O,81,2.0,25.606,9.999000000000002,11.78,90.0,97.976,90.0,2986.908393618125
O=C(NCCN(CCNC(=O)Nc1cccc(c1)N(=O)=O)CCNC(=O)Nc1cccc(c1)N(=O)=O)Nc1cccc(c1)N(=O)=O,2,2.0,13.0495,13.425500000000001,19.0544,99.51199999999999,98.195,109.66500000000002,3028.946064691115
O=N(=O)c1cc(c(Oc2ccccc2)c(c1)N(=O)=O)N(=O)=O,115,1.0,7.6597,9.698199999999998,17.106999999999996,90.0,90.0,90.0,1270.7986705517799
Cc1cccc(C)c1Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,2,1.0,7.8934,8.674999999999999,12.283000000000003,72.31,78.22,65.47,726.0295852346861
O=N(=O)c1cc(c(Oc2c(cccc2N(=O)=O)N(=O)=O)c(c1)N(=O)=O)N(=O)=O,82,1.0,8.384000000000002,7.701,22.560000000000002,90.0,85.42,90.0,1451.9393842038971
O=C1C[C@@H](N1c1ccc(cc1)N(=O)=O)c1ccccc1,82,1.0,6.091800000000001,19.191,11.1208,90.0,84.86999999999999,90.0,1294.899794447563
O=C1C[C@H](N1c1ccc(cc1N(=O)=O)N(=O)=O)c1ccccc1,81,1.0,10.3635,10.198400000000003,13.386000000000006,90.0,92.83500000000001,90.0,1413.049774715404
O=C(c1ccccn1)c1ccc(cc1N(=O)=O)N(=O)=O,39,1.0,13.7314,7.6377999999999995,11.674600000000002,90.0,104.25499999999998,90.0,1186.7049084963846
O=C(c1ccncc1)c1ccc(cc1)N(=O)=O,2,1.0,7.151,7.508100000000001,10.891,80.5975,84.8372,64.8862,522.2117976630461
CN1c2ccc(cc2C([C@]21C=Cc1c(O2)cccc1)(C)C)N(=O)=O,81,1.0,12.461999999999998,11.59,11.968999999999994,90.0,109.86999999999999,90.0,1625.819211465772
CN1c2ccc(cc2C([C@]21C=Cc1c(O2)cccc1)(C)C)N(=O)=O,81,1.0,12.4703,11.592399999999998,11.963699999999996,90.0,109.84999999999998,90.0,1626.7234711626147
CC([C@H]1CC[C@H](/C(=C\c2ccc(cc2)N(=O)=O)/C1=O)C)C,6,1.0,6.138000000000001,10.963,11.881000000000002,90.0,104.88999999999999,90.0,772.6372224314356
O=N(=O)c1cc(/C=N/CC/N=C/c2cc(cc(c2O)C(C)(C)C)N(=O)=O)c(c(c1)C(C)(C)C)O,433,1.0,24.556999999999995,24.556999999999995,10.193,90.0,90.0,119.99999999999999,5323.328613568299
CCC[NH2+]Cc1cc(ccc1[O-])N(=O)=O,2,1.0,5.391,9.633499999999998,10.2582,73.51599999999999,87.835,82.88599999999998,506.92012843238217
C=C[C@H]1CC([C@H]2[C@]1(N(=O)=O)N(C(=O)c1ccccc1)c1c2cccc1)(C#N)C#N,290,1.0,7.6108,33.0362,15.074,90.0,90.0,90.0,3790.0846258110405
C=C[C@@H]1CC([C@@H]2[C@@]1(N(=O)=O)c1ccccc1N2C(=O)c1ccccc1)(C#N)C#N,82,2.0,23.50700000000001,6.5815,25.139000000000006,90.0,75.68999999999997,90.0,3768.613423049793
Cc1ccc(c(N)c1C)N(=O)=O,90,1.0,14.443899999999998,8.683699999999998,14.003099999999998,90.0,111.251,90.0,1636.9299923225503
O=C(c1ccc(cc1)N(=O)=O)O[C@@H]1C[C@@]23[C@](C1)(CCC1(C3)OCCO1)[C@H](CC2)OC(=O)c1ccc(cc1)N(=O)=O,1,2.0,7.3394,12.4108,14.799799999999996,107.312,100.068,91.14,1263.4786435907558
O=C[C@]1(C)CCCC([C@H]1CN(=O)=O)(C)C,115,1.0,7.784,9.7886,14.795800000000007,90.0,90.0,90.0,1127.3580267779203
O=C(c1cc(cc(c1)N(=O)=O)N(=O)=O)O[C@H]1C=C[C@@]23[C@@]1(CCCC2)C=CC=C3,2,1.0,7.068,10.208,13.355,100.78999999999999,99.35,100.63,910.7137751607199
CCC1=C(c2ccccc2)C(=C([C@]21O[C@@H](N=C2c1ccccc1)c1ccc(cc1)N(=O)=O)c1ccccc1)c1ccccc1,2,1.0,10.097,10.621,15.438000000000002,87.19,78.29999999999998,70.35999999999997,1526.5327884311482
O=C(c1ccc(cc1)N(=O)=O)O[C@H]1CCC[C@@H]2[C@@]1(C)CCCC2(C)C,290,1.0,8.325999999999999,12.235,36.476,90.0,90.0,90.0,3715.7594183599986
Nc1c(cc(c(N)c1N(=O)=O)N(=O)=O)N(=O)=O,21,1.0,7.299999999999999,5.2,11.63,90.0,95.9,90.0,439.1362272462408
Nc1c(cc(c(N)c1N(=O)=O)N(=O)=O)N(=O)=O,21,1.0,7.309000000000001,5.169,11.583,90.0,95.22,90.0,435.7934074684605
CC(C1=C[C@](C)(Oc2c(C)cc(cc2C)C(C)(C)C)C(=O)[C@@]([C@H]1N(=O)=O)(C)O)(C)C,81,1.0,12.276999999999997,9.683,20.196,90.0,93.92,90.0,2395.247067187308
COc1cc2CCc3cc(CCc(c1)c2OC)cc(c3)N(=O)=O,95,1.0,23.043686615793174,7.981,18.531,90.0,69.15757446705564,90.0,3185.0515563660742
O=N(c1c(/C=C/C(N2N=[N+]([O-])c3ccccc32)=O)cccc1)=O,164,1.0,25.060999999999996,3.6997,14.2623,90.0,90.0,90.0,1322.3745228599096
CCN1C(=C/C(=C(\c2ccc(cc2)N(=O)=O)/C#N)/C=C1C)C,81,1.0,17.031000000000006,11.1503,8.1223,90.0,96.862,90.0,1531.3821980573173
O=C1c2cc(cc(C#N)c2c2c(cc(cc12)N(=O)=O)C#N)N(=O)=O,82,1.0,14.169000000000002,6.451,15.238000000000005,90.0,69.386,90.0,1303.6403112198232
OCc1ccc(OCc2ccccc2N(=O)=O)c(O)c1,81,1.0,10.0994,4.619879999999998,26.915099999999995,90.0,95.2851,90.0,1250.4663461112948
CCOC(=O)C(Cc1ccc(OCc2ccccc2N(=O)=O)c(OC(=O)OC(C)(C)C)c1)(NC(C)=O)C(=O)OCC,81,1.0,11.99378,9.790539999999998,24.9935,90.0,102.4771,90.0,2865.561675224312
