ccdc_id,Calc. Density,Cell Volume,CHIRAL SMILES,Space Gp. Number
DIFRAM,1.321,2859.694,O=C(c1ccc(cc1)N(=O)=O)OC[C@]([C@@H](OC(=O)c1ccc(cc1)N(=O)=O)CCc1ccccc1)(c1ccccc1)C,2
DIGQAO,1.291,1951.979,CN(c1ccc(cc1)/C=C/[C@@]12OCCN1c1c(C2(C)C)cc(cc1)N(=O)=O)C,14
DIGYAU,1.337,1980.207,CC(=O)C1=CN2[C@@]3([C@H](C1)CCCC3)CC[C@@H]2COC(=O)c1ccc(cc1)N(=O)=O,14
DIHNOY,1.365,1247.117,C/C(=N\Oc1ccc(cc1)N(=O)=O)/c1ccccc1,14
DIHWEZ,1.319,4545.633,N#CC1=C(OC(=C1/C(=C(\c1ccccc1)/O)/C(=O)N)c1ccc(cc1)N(=O)=O)c1ccccc1,61
DIHXIE,1.289,1250.983,O=N(=O)c1ccc(cc1)[C@H]1CC(=C(CC21C(=O)c1c(C2=O)cccc1)c1ccccc1)c1ccccc1,2
DIJJUE,1.324,3927.534,COc1cc(/C=C/c2ccc(cc2)OCc2ccc(cc2)N(=O)=O)cc(c1)OC,14
DIJNAM,1.341,1542.45,O[C@@H](C1=CC[C@]2(C1=O)C[C@@H]1C[C@H]2C=C1)c1ccc(cc1)N(=O)=O,14
DIJNIU,1.28,965.962,C[C@H]1[C@](C)(CC[C@]1(C#N)C(=O)C(C)(C)C)OC(=O)c1ccc(cc1)N(=O)=O,2
DIJNUG,1.236,1765.231,C=CC[C@]1(CC[C@]([C@@H]1C)(C)OC(=O)c1ccc(cc1)N(=O)=O)C#N,14
DIJPAO,1.27,1580.716,C[C@H]1[C@](C)(CC[C@@]1(C)C#N)OC(=O)c1ccc(cc1)N(=O)=O,14
DIJSIA,1.454,752.387,O[C@H]([C@@]1(OCCOC1=O)c1ccccc1)c1ccc(cc1)N(=O)=O,4
DIKSIA,1.435,1565.895,COC(=O)c1ccc(N2N=C(C=C2N)c2ccccc2)c(c1)N(=O)=O,14
DIKSOG,1.504,2988.05,COC(=O)c1ccc(NC2=NNC(=C2)c2ccccc2)c(c1)N(=O)=O,15
DIKXEB,1.839,1308.143,OCC(N(=O)=O)(N(=O)=O)N(=O)=O,14
DILFUZ,1.876,843.156,O=N(=O)N(CCN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O,14
DIMNAN,1.355,407.162,CN(C)c1ccc(cc1)N(=O)=O,4
DIMNAN01,1.418,389.307,CN(C)c1ccc(cc1)N(=O)=O,4
DIMNAN02,1.356,406.995,CN(C)c1ccc(cc1)N(=O)=O,4
DIMNAN03,1.362,405.171,CN(C)c1ccc(cc1)N(=O)=O,4
DIMNAN04,1.349,409.207,CN(C)c1ccc(cc1)N(=O)=O,4
DIMNAN05,1.343,410.987,CN(C)c1ccc(cc1)N(=O)=O,4
DINFOV01,1.574,815.132,O=N(=O)c1cc(cc(c1)N(=O)=O)C#N,14
DINXUW,1.309,3942.329,O=C1CC(C)(C)CC2=C1[C@@H](C1=CNc3c1cc(cc3)N(=O)=O)c1c(O2)cccc1,14
DINYUX,1.462,1352.348,O=C(NCCN(CCNC(=O)Nc1ccccc1N(=O)=O)C(=O)Nc1ccccc1N(=O)=O)Nc1ccccc1N(=O)=O,2
DIPGEQ,1.274,850.89,C=CCOC(=O)/C(=C/C1=C(C)C=C(N1)C)/c1ccccc1N(=O)=O,2
DIPGIU,1.274,1701.153,C=CCOC(=O)/C(=C\C1=C(C)C=C(N1)C)/c1ccccc1N(=O)=O,14
DIPHOC,1.487,835.746,CO[C@@H]1N(C)C(=O)NC=C1N(=O)=O,14
DIPHUI,1.395,1077.013,O=C1NC=C([C@@H](N1C)N1CCCC1)N(=O)=O,14
DIPNIC,1.291,1942.372,O=N(=O)[C@H]1CC[C@@H]([C@]2([C@@H]1c1ccccc1)C(=NN(C2=O)c1ccccc1)C)C,4
DIPNOI,1.312,1981.296,O=N(=O)[C@@H]1CC[C@@]2([C@@]3([C@H]1c1ccccc1)C(=NN(C3=O)c1ccccc1)C)OC2,33
DISKIA,1.348,1580.646,CCCOc1cc(ccc1NC(=O)c1ccc(c(OCc2ccccc2)c1)N(=O)=O)C(=O)Nc1ccc(cc1OC(C)C)C(=O)OC,2
DISLIA,1.509,1753.194,O=C1c2cc(cc(c2c2c1cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)N1CCCCC1,14
DISMUO,1.385,1978.102,O=C(c1ccc(cc1)N(=O)=O)N[C@@H]1CCCC[C@H]1NC(=O)c1ccc(cc1)N(=O)=O,19
DISYIP,1.429,886.647,CCN(CC)c1ccc2C=C(C(=O)Nc3ccc(cc3)N(=O)=O)C(=O)Oc2c1,2
DIWFEU,1.363,2088.443,Nc1ccccc1c1ccc(cc1)N(=O)=O,15
DIWHIB,1.975,2610.815,O=C(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,61
DIWKAW,1.504,1087.138,CC1=NN(C(=C1)N)C(=O)c1ccccc1N(=O)=O,33
DIWKAX,1.389,837.75,O=N(=O)c1ccccc1/C=N/c1ccc2c3c1ccc1c3c(cc2)ccc1,2
DIWKEB,1.481,807.963,O=N(=O)c1ccc(cc1)N1COCN(COC1)c1ccc(cc1)N(=O)=O,2
DIWNED,1.359,3620.935,CC1=NN(c2ccccc2)c2nc(N)c(C#N)c(c3ccc(cc3)N(=O)=O)c12,15
DIWNUT,1.525,1020.005,O=C(OCc1cccc(COC(=O)Oc2ccc(cc2)N(=O)=O)c1)Oc1ccc(cc1)N(=O)=O,2
DIWPEF,1.41,1121.918,CC(C)(CCC(C)(C)OC(=O)Oc1ccc(cc1)N(=O)=O)OC(=O)Oc1ccc(cc1)N(=O)=O,2
DIWSUY,1.349,689.85,CCCC(=O)Nc1cc(c(cc1C)C(=O)OC)N(=O)=O,2
DIWWEL,1.373,1046.158,CN(C)c1cccc2cccc(c12)N(=O)=O,14
DIWWEL01,1.331,6472.355,CN(C)c1cccc2cccc(c12)N(=O)=O,15
DIWWEL02,1.283,1679.735,CN(C)c1cccc2cccc(c12)N(=O)=O,7
DIWXIS,1.283,4124.526,C=C[C@H]([C@H]1N(CCc2c1cccc2)C(=O)c1ccc(cc1)N(=O)=O)c1ccccc1,61
DIWYUE,1.357,913.689,O=C1N(Cc2ccccc2)[C@@H](c2c1cc(cc2)N(=O)=O)NCc1ccccc1,2
DIXBAO,1.467,1327.888,O=C(Nc1ccc(cc1)N(=O)=O)c1ccc2ccccc2n1,14
DIXBAP,1.268,2490.876,OC[C@@H](N1C(=C(N=C1c1ccccc1N(=O)=O)c1ccccc1)c1ccccc1)Cc1ccccc1,19
DIXDUJ,1.438,832.277,CC(=O)Nc1ccccc1N(=O)=O,14
DIXDUJ01,1.49,803.256,CC(=O)Nc1ccccc1N(=O)=O,14
DIZREL,1.32,2432.644,Cc1ccc(cc1)C1=C(N(C(=O)c2ccccc12)c1cccc2cccnc12)c1ccc(cc1)N(=O)=O,14
DLARPY,1.386,1396.108,CO[C@H]1OC[C@@H]([C@]([C@H]1OC(=O)C)(C)N(=O)=O)OC(=O)C,14
DMBNBZ10,1.289,1526.235,CC(C)(C)CCOC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,2
DMNPPO,1.388,1187.338,O=C1C[C@](C(=O)N1C)(C)c1ccccc1N(=O)=O,14
DMNPYO,1.499,744.94,Cc1c([N+]([O-])=O)c(C)c[n+]([O-])c1,92
DMNPYO01,1.476,1513.886,Cc1c([N+]([O-])=O)c(C)c[n+]([O-])c1,61
DNBENZ10,1.575,708.808,O=N(=O)c1cccc(c1)N(=O)=O,33
DNBENZ11,1.643,679.746,O=N(=O)c1cccc(c1)N(=O)=O,33
DNBENZ12,1.63,685.017,O=N(=O)c1cccc(c1)N(=O)=O,33
DNBENZ13,1.618,690.149,O=N(=O)c1cccc(c1)N(=O)=O,33
DNBENZ14,1.603,696.554,O=N(=O)c1cccc(c1)N(=O)=O,33
DNBENZ15,1.569,711.752,O=N(=O)c1cccc(c1)N(=O)=O,33
DNBOIM,1.329,1206.002,O=N(/N=C1C[C@]2(N(=O)=O)C(C)(C)[C@]\1(CC2)C)=O,19
DNBZFX,1.762,426.057,O=N(=O)C1=CC2=[N+]([O-])ON=C2C(=C1)N(=O)=O,4
DNBZFX01,1.759,426.894,O=N(C1=CC2=[N+](ON=C2C(N(=O)=O)=C1)[O-])=O,4
DNBZIL,1.544,645.799,O=C(c1ccc(cc1)N(=O)=O)C(=O)c1ccc(cc1)N(=O)=O,2
DNBZIL01,1.601,622.91,O=C(c1ccc(cc1)N(=O)=O)C(=O)c1ccc(cc1)N(=O)=O,2
DNBZPY,1.461,1178.183,O=N(=O)c1ccc(Cc2ccccn2)c(c1)N(=O)=O,14
DNBZPY01,1.491,1154.851,O=N(=O)c1ccc(Cc2ccccn2)c(c1)N(=O)=O,14
DNBZPY02,1.507,1142.349,O=N(=O)c1ccc(Cc2ccccn2)c(c1)N(=O)=O,14
DNBZPY03,1.507,1142.75,O=N(=O)c1ccc(Cc2ccccn2)c(c1)N(=O)=O,14
DNCOOC,1.45,889.064,O=N(=O)C1=CC=CC=C(C=C1)N(=O)=O,33
DNEIBA,1.594,525.372,NC(=O)c1cc(N2CC2)c(cc1N(=O)=O)N(=O)=O,2
DNITBZ,1.651,338.112,O=N(=O)c1ccc(cc1)N(=O)=O,14
DNITBZ02,1.674,333.51,O=N(=O)c1ccc(cc1)N(=O)=O,14
DNITBZ03,1.674,333.51,O=N(=O)c1ccc(cc1)N(=O)=O,14
DNITBZ11,1.618,345.025,O=N(=O)c1ccc(cc1)N(=O)=O,14
DNITBZ12,1.682,331.991,O=N(=O)c1ccc(cc1)N(=O)=O,14
DNITBZ13,1.682,331.831,O=N(=O)c1ccc(cc1)N(=O)=O,14
DNITPY,1.654,678.875,O=N(=O)c1cncc(c1)N(=O)=O,19
DNNAPH,1.58,458.678,O=N(=O)c1cccc2c1cccc2N(=O)=O,14
DNOPHL,1.668,733.357,Oc1ccc(cc1N(=O)=O)N(=O)=O,19
DNOPHL01,1.668,733.094,Oc1ccc(cc1N(=O)=O)N(=O)=O,19
DNOPHL02,1.715,712.996,Oc1ccc(cc1N(=O)=O)N(=O)=O,19
DNOPHL03,1.672,731.455,Oc1ccc(cc1N(=O)=O)N(=O)=O,19
DNPBUB,1.217,1169.104,CC(C)(C)c1cc(c(Oc2ccc(cc2N(=O)=O)N(=O)=O)c(c1)C(C)(C)C)C(C)(C)C,2
DNPETY,1.409,1274.406,C=C(c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O,14
DNPHOL,1.706,716.872,Oc1c(cccc1N(=O)=O)N(=O)=O,33
DNPHOL02,1.787,684.302,Oc1c(cccc1N(=O)=O)N(=O)=O,33
DNPIMZ,1.428,930.721,CC(C)C1=NC(=CN1N(=O)=O)N(=O)=O,14
DNPXBB,1.314,3198.018,CC(C)(C)c1ccccc1Oc1ccc(cc1N(=O)=O)N(=O)=O,14
DNTANT,1.599,278.586,O=N(=O)c1c2ccccc2c(c2ccccc12)N(=O)=O,2
DNTDPH,1.454,557.803,O=N(=O)c1ccc(cc1)c1ccc(cc1)N(=O)=O,7
DNTDPH01,1.504,539.233,O=N(=O)c1ccc(cc1)c1ccc(cc1)N(=O)=O,7
DNTNAP01,1.579,917.734,O=N(=O)c1cccc2cccc(c12)N(=O)=O,19
DNTNAP02,1.552,933.903,O=N(=O)c1cccc2cccc(c12)N(=O)=O,19
DNTNAP10,1.59,911.397,O=N(=O)c1cccc2cccc(c12)N(=O)=O,19
DOBZOM,1.294,2034.837,CC1=C[C@H](CC2OCCO2)[C@@]2([C@H](C1)N(CCC2=O)C(=O)OC(C)(C)C)N(=O)=O,14
DOCKIP,1.346,1158.453,COC(=O)C1=C(N(C)Cc2ccccc2)N(C(=O)C(=C1)c1ccccc1)c1ccc(cc1)N(=O)=O,2
DOCRUK,1.259,2416.897,O=C(c1ccc(cc1)N(=O)=O)N/C=C(\C(=O)NC(C)(C)C)/C,148
DODKIQ,1.433,899.339,O=C(OCCCCOC(=O)c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O,14
DODPAP,1.422,741.202,O=C1c2ccccc2CC[C@@H]1c1ccc(c2c1cccc2)N(=O)=O,1
DODPOD,1.253,1109.505,C[C@@H]1CC[C@H](CC1)[C@@H](C[C@@H]1CCC[C@@H]1OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C,4
DOFCUW,1.422,1323.024,O=C1c2ccccc2CC[C@]1(O)c1ccc(cc1)N(=O)=O,14
DOHCOS,1.384,1426.33,Cc1c(c(C)c(c(c1N(=O)=O)C(C)(C)C)N(=O)=O)N(=O)=O,14
DOHCOS01,1.386,1424.916,Cc1c(c(C)c(c(c1N(=O)=O)C(C)(C)C)N(=O)=O)N(=O)=O,14
DOHCOS10,1.384,1426.33,Cc1c(c(C)c(c(c1N(=O)=O)C(C)(C)C)N(=O)=O)N(=O)=O,14
DOHCUY,1.267,1396.405,Cc1c(C)c(c(c(c1C)N(=O)=O)C(C)(C)C)N(=O)=O,14
DOHCUY01,1.276,1386.164,Cc1c(C)c(c(c(c1C)N(=O)=O)C(C)(C)C)N(=O)=O,14
DOHCUY10,1.267,1396.405,Cc1c(C)c(c(c(c1C)N(=O)=O)C(C)(C)C)N(=O)=O,14
DOHFEL,1.352,2951.575,O=N(=O)[C@H]1[C@@H](C[C@]2(O[C@@H]1c1ccccc1N2)C)C1=CC=CO1,61
DOHGIS,1.257,2099.662,CCCCCCCCCCN1c2ccc(cc2c2cc(ccc12)N(=O)=O)N(=O)=O,14
DOJHAM,1.479,1208.716,CC(C)N(O)C(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,14
DOJHUG,1.41,1607.788,COCO[C@@H]1CC[C@H]([C@H]([C@@H]1OC(=O)c1ccc(cc1)N(=O)=O)O)O,19
DOKDIT,1.344,7136.07,O=N(=O)c1cc2/C=N/CC[N@@]3CC/N=C/c4cc(/C=N/CC[N@](CC/N=C/c(c1)c2)CC/N=C/c1cc(/C=N/CC3)cc(c1)N(=O)=O)cc(c4)N(=O)=O,33
DOKLUL,1.385,2822.122,CC(=O)O[C@@H]1C[C@H](OC(=O)c2ccc(cc2)N(=O)=O)[C@@H]([C@H]([C@@H]1OC(=O)C)OC(=O)C)OC(=O)c1ccc(cc1)N(=O)=O,5
DOKNIC,1.183,2226.949,CCCCCCC1(CCCCCC)c2cc(ccc2c2ccc(cc12)C(=O)Cc1ccc(cc1)N(=O)=O)C#Cc1ccc(cc1)N(Cc1ccccc1)Cc1ccccc1,2
DOKRUQ,1.612,2267.306,O=N(C1=C[C@](N(=O)=O)(C([C@@](C)(O)[C@H]1N(=O)=O)=O)C)=O,33
DOKSAX,1.578,2072.319,O=N(C1=C[C@](O)(C([C@@](C)(O)[C@H]1N(=O)=O)=O)C)=O,14
DOKSIG,1.347,1090.769,CC(=O)N/N=C(/c1ccc(cc1)N(=O)=O)\C,2
DOKVUV,1.359,1399.739,CCOC(=O)c1ccc(Nc2ccccc2)c(c1)N(=O)=O,14
DOKVUV01,1.41,1348.962,CCOC(=O)c1ccc(Nc2ccccc2)c(c1)N(=O)=O,14
DOKYEH,1.29,1633.503,O=N(=O)c1ccccc1NN=C(c1ccccc1)c1ccccc1,14
DOKYIL,1.328,3175.022,O=N(=O)c1ccc(NN=C(c2ccccc2)c2ccccc2)cc1,61
DOKZIN,1.403,1080.111,CNC(=O)OCCN1C(=NC=C1N(=O)=O)C,14
DOMJAS,1.37,2479.154,CCOC(=O)N1c2ccccc2[C@]2([C@@H]1N[C@](C2)(C(=O)OC)c1cc(C)ccc1N(=O)=O)C(=O)OC(C)C,14
DOPLOL,1.776,845.997,NC(=O)c1cc(c(N)c(c1)N(=O)=O)N(=O)=O,14
DOPLOL01,1.777,845.245,NC(=O)c1cc(c(N)c(c1)N(=O)=O)N(=O)=O,14
DOPLOL02,1.751,1715.629,NC(=O)c1cc(c(N)c(c1)N(=O)=O)N(=O)=O,61
DOPLOL03,1.728,1738.775,NC(=O)c1cc(c(N)c(c1)N(=O)=O)N(=O)=O,14
DOPLOL04,1.726,1740.498,NC(=O)c1cc(c(N)c(c1)N(=O)=O)N(=O)=O,14
DOPLOL05,1.636,918.144,NC(=O)c1cc(c(N)c(c1)N(=O)=O)N(=O)=O,14
DOPZOZ,1.456,2374.085,CN1C=CN(/C/1=N\N=N\c1cccc(c1)N(=O)=O)C,14
DORJAW,1.563,1582.378,COc1cc(cc2CN3CN(Cc4cc(cc(OC)c34)N(=O)=O)c12)N(=O)=O,14
DORJEA,1.513,1493.797,Cc1ccc(c2CN3CN(Cc4c(ccc(C)c34)N(=O)=O)c12)N(=O)=O,14
DORJIE,1.28,1828.047,C[C@H](c1ccccc1)C[C@@](C#N)(COC(=O)c1ccc(cc1)N(=O)=O)C,9
DORJOK,1.288,2074.733,N#C[C@@](C[C@H](c1cccc2c1cccc2)C)(COC(=O)c1ccc(cc1)N(=O)=O)C,14
DORKEA,1.344,851.08,O=N(=O)c1cc(ccc1N/N=C/1\CCCC=C2[C@@]1(C)CCC2)N(=O)=O,2
DORKOL,1.532,2430.491,O=C([C@@H]1CCCN1)Nc1cc(cc(c1)N(=O)=O)N(=O)=O,92
DORMED,1.351,2146.429,CCOC(=O)C[C@@H]1O[C@@H]2CCCC[C@H]2C[C@H]1OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,14
DORYOA,1.874,1219.676,NN1N=C(C(=C1N(=O)=O)N1N=C(C(=C1N(=O)=O)N)N(=O)=O)N(=O)=O,14
DORYUF,1.336,1925.879,O=C(c1ccc(cc1)N(=O)=O)OC[C@@H]1[C@@H]2C=CC=C[C@H](/C/1=C\c1ccccc1)C2,14
DOSFEX,1.35,1684.678,OCC[C@H]([C@H](C(=C)c1ccccc1)N(=O)=O)c1ccc(cc1)N(=O)=O,14
DOSKUU,1.446,914.611,O=N(=O)c1ccccc1C=C(C#N)C#N,14
DOTQOT,1.292,5557.459,CCOC(COc1cc(ccc1N)N(=O)=O)OCC,43
DOTROU,1.577,792.663,COC(=O)c1cccc(C(=O)OC)c1Oc1c(cccc1N(=O)=O)N(=O)=O,2
DOTVIS,1.322,1720.114,OCC[C@@H]([C@H](C(=C)c1ccccc1)N(=O)=O)c1ccc(cc1)N(=O)=O,29
DOVCIB,1.364,1084.771,Cc1ccc(cc1)/C=C/c1c(N(=O)=O)c(/C=C/c2ccc(cc2)C)c(cc1N(=O)=O)N(=O)=O,2
DOVROW,1.218,1218.037,COc1ccc(cc1[C@H]1N(O[C@H]([C@@H]1N(=O)=O)c1ccccc1)c1ccccc1)C(CC)(C)C,2
DOWDEB,1.865,1454.01,NN1N=C(OC1=[NH2+])[C-](N(=O)=O)N(=O)=O,14
DOWGUR,1.232,1489.358,C[C@@H](C(C)(C)C)[C@@H]1ON=C(C1)c1ccc(cc1)N(=O)=O,14
DOWJAB,1.292,1070.722,CC(=O)N[C@H](c1ccccc1N(=O)=O)C,78
DOWQEN,1.387,728.749,CNc1ccccc1N(=O)=O,14
DOWQIR,1.414,714.777,CNc1cccc(c1)N(=O)=O,14
DOWTER,1.872,671.062,NC1=[NH+]N=C(O1)[C-](N(=O)=O)N(=O)=O,29
DOXGIH,1.451,1076.395,CCOC(=O)C(=[N+]=[N-])c1ccccc1N(=O)=O,14
DOXGON,1.397,1251.519,CC(C)(C)OC(=O)C(=[N+]=[N-])c1ccc(cc1)N(=O)=O,14
DOXGUT,1.264,3051.086,CC(C)N(C(C)C)C(=O)C(=[N+]=[N-])c1ccc(cc1)N(=O)=O,14
DOXTIW,1.433,1475.051,C=CCNC(=O)N1C[C@@H]2C[C@H](C1)C1=CC=C(C(=O)N1C2)N(=O)=O,19
DOXVIX,1.34,2505.867,O=C([C@H]1[C@H]2C[C@@]3(N1c1ccccc1C3(C)C)Oc1c2c2ccc(cc2cc1)N(=O)=O)NCc1ccccc1,14
DOYCID,1.91,838.379,NC1=C(C=C(C2=NO[N+](=C12)[O-])N(=O)=O)N(=O)=O,4
DOYGAB,1.219,2094.603,COc1ccc2c(c1)ccc(c2)/C(=C\N(=O)=O)/ON1C(C)(C)CCCC1(C)C,14
DOYGEF,1.207,3625.966,N#Cc1ccc(cc1)/C(=C\N(=O)=O)/ON1C(C)(C)CCCC1(C)C,15
DOYLAG,1.414,1448.462,CN1C=C(C(=O)C(=O)c2ccc(cc2)N(=O)=O)c2ccccc12,14
DOZHIL,1.287,2443.286,CC(=CCC[C@@]1(C)OC2=C([C@]3([C@@H]1COc1c3cc(cc1)N(=O)=O)C)C(=NN2c1ccccc1)C)C,14
DOZMIQ,1.178,1715.891,CC1(C)CCCC(N1O/C(=C/N(=O)=O)/c1ccccc1)(C)C,4
DOZPAL,1.469,1049.669,COC(=O)c1cnc2cccc(c2c1)N(=O)=O,29
DOZTIY,1.729,672.832,O=N(=O)c1ccc(Oc2ccc(cc2N(=O)=O)N(=O)=O)c(c1)N(=O)=O,2
DOZTOE,1.844,792.75,O=N(=O)c1cc(c(Oc2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c(c1)N(=O)=O)N(=O)=O,4
DUBGEP,1.292,1446.232,O=N(=O)c1ccc(cc1)[C@@H]1OCC=C(C1)c1ccccc1,2
DUBZAE,1.481,641.96,O=C1[C@@H]2[C@H]3C=C[C@@H]([C@@H]2C(=O)N1c1ccc(cc1)N(=O)=O)O3,4
DUBZEI,1.467,652.522,O=C1[C@@H]2[C@H]3CC[C@@H]([C@@H]2C(=O)N1c1ccc(cc1)N(=O)=O)O3,4
DUCLEU,1.172,1677.019,CCC1(CC)C2=CC=C(N2)[C@](C)(C2=CC=C(N2)C(C2=CC=C(C(C3=CC=C1N3)(C)C)N2)(CC)CC)c1ccc(cc1)N(=O)=O,2
DUCLIY,1.177,1783.237,CCC1(CC)C2=CC=C(N2)[C@](C)(C2=CC=C(N2)C(C2=CC=C(C3(C4=CC=C1N4)CCCCC3)N2)(CC)CC)c1ccc(cc1)N(=O)=O,2
DUCRIE,1.286,1917.918,O=N(=O)c1cc(ccc1N1[C@@H]2C[C@H]3[C@H]([C@@H]1CCC3)C(=C2)C(C)(C)C)N(=O)=O,2
DUCRUQ,1.495,4818.963,COC(=O)c1cc(OC)c(OC)c(OC)c1N(=O)=O,15
DUCRUQ01,1.502,4799.028,COC(=O)c1cc(OC)c(OC)c(OC)c1N(=O)=O,15
DUCTUR,1.419,871.702,O=N(=O)c1ccc(cc1)/C=N/OCCCO/N=C/c1ccc(cc1)N(=O)=O,5
DUCVUT,1.362,661.305,CC1=NN([C@H](C1)C1=CC=CO1)c1cccc(c1)N(=O)=O,2
DUCXEF,1.268,1085.124,CC/C(=N/Nc1ccccc1N(=O)=O)/C,14
DUDBUA,1.351,721.099,CCOC(=O)C(=Cc1ccccc1N(=O)=O)C(=O)OCC,2
DUDHOB,1.375,1407.394,CC(C)(C)OC(=O)C1=CN(N=N1)c1ccc(cn1)N(=O)=O,14
DUDNOH,1.494,585.235,CCOC(=O)C1=CN(N=N1)c1ccc(cn1)N(=O)=O,2
DUDZIL,1.46,1102.378,Nc1ccc(cc1C(=O)c1ccccc1)N(=O)=O,14
DUDZIL01,1.474,1091.813,Nc1ccc(cc1C(=O)c1ccccc1)N(=O)=O,14
DUDZIL02,1.489,1080.591,Nc1ccc(cc1C(=O)c1ccccc1)N(=O)=O,14
DUDZIL03,1.417,1135.255,Nc1ccc(cc1C(=O)c1ccccc1)N(=O)=O,14
DUDZIL04,1.448,1111.406,Nc1ccc(cc1C(=O)c1ccccc1)N(=O)=O,14
DUDZIL07,1.473,1092.633,Nc1ccc(cc1C(=O)c1ccccc1)N(=O)=O,14
DUDZIL08,1.45,1109.282,Nc1ccc(cc1C(=O)c1ccccc1)N(=O)=O,14
DUDZIL09,1.459,1102.512,Nc1ccc(cc1C(=O)c1ccccc1)N(=O)=O,14
DUFKIY,1.494,2295.776,CO[C@]12O[C@H](C(=O)N1c1ccc(cc1)N(=O)=O)[C@@]1(c3c2cccc3)O[C@]2(O[C@@H]1C(=O)c1c2cccc1)OC,19
DUGDOB,1.916,745.614,Nc1c(c(O)cc(O)c1N(=O)=O)N(=O)=O,19
DUGHAR,1.321,1635.598,O=N(=O)c1ccc(cc1)C#CC=C(c1ccccc1)c1ccccc1,14
DUGXAE,1.354,1040.79,CC(=O)O[C@H]1[C@H](OC[C@H]([C@H]1OC(=O)C)OC(=O)C)Nc1cc(C)c(cc1N(=O)=O)C,4
DUGXOS,1.306,966.989,CC(=O)OC[C@H]1O[C@@H]([C@H]2[C@@H]1OC(O2)(C)C)Nc1cc(C)c(cc1N(=O)=O)C,4
DUHJAT,1.356,3560.236,COc1ccc(cc1)C1=C[C@@]([C@H]([C@@H]1N(=O)=O)c1ccccc1)(C#N)C(=O)N,15
DUHPEB,1.511,3634.499,O=N(c1c(C2=C[C@](O)([C@H](N(=O)=O)[C@@](N(=O)=O)(c3ccccc3)C2=O)C)cccc1)=O,61
DUHPIF,1.372,1783.862,O=N(=O)[C@H]1[C@@](C)(O)C=C(C(=O)[C@]1(N(=O)=O)c1ccccc1)c1ccccc1,14
DUHPOL,1.422,1856.102,O=N(=O)[C@@H]1[C@@](C)(C=C(C(=O)[C@@]1(N(=O)=O)c1ccccc1)c1ccccc1)N(=O)=O,33
DUHPOM,1.432,1843.546,O=N(=O)[C@@H]1[C@](C)(C=C(C(=O)[C@@]1(N(=O)=O)c1ccccc1)c1ccccc1)N(=O)=O,14
DUHPUR,1.389,3521.851,O=N(=O)[C@@H]1[C@@](O)(c2ccccc2)C(=O)C(=C[C@@]1(C)N(=O)=O)c1ccccc1,14
DUHRAZ,1.437,3424.116,O=N(=O)C1=C[C@@](O)(c2ccccc2)C(=O)[C@@]([C@@H]1N(=O)=O)(O)c1ccccc1,19
DUHXIO,1.128,1810.294,CCCCCCCCCCCCOc1ccc(cc1)N(=O)=O,2
DUHYAH,1.421,2404.972,Cc1ccccc1C(=O)Oc1ccc(cc1)N(=O)=O,19
DUJBUG,1.563,710.324,Oc1ccc(cc1C=O)N(=O)=O,14
DUJBUG01,1.592,697.145,Oc1ccc(cc1C=O)N(=O)=O,14
DUJGOF,1.306,4063.845,O=C1CC(C)(C)CC2=C1[C@H](c1ccc(cc1)N(=O)=O)c1c(O2)ccc2c1cccc2,15
DUJMAW,1.322,1473.525,CN1CCO[C@]2([C@@H]1OCCN2C)c1ccc(cc1)N(=O)=O,2
DUJQOP,1.56,775.687,NC(=O)c1cc(ccc1O)N(=O)=O,14
DUJSIL,1.409,1410.956,COc1ccccc1C(=O)N/N=C/c1ccc(cc1)N(=O)=O,14
DUJTOR,1.545,1182.981,COC(=O)[C@]1(/N=N/c2ccc(cc2N(=O)=O)N(=O)=O)C(=C(C(=C1C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC,2
DUKLAX,1.724,1206.359,O=N(=O)c1ccc(N2CC(C2)(N(=O)=O)N(=O)=O)c(c1)N(=O)=O,14
DUMKII,1.453,903.919,O=C(NCc1ccc2ccc3cccc4ccc1c2c34)Nc1ccc(cc1)N(=O)=O,7
DUMQUA,1.383,2298.498,CC(=O)C[C@@H]1[C@H]2CCCCC2=C(C1=O)c1ccccc1OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,14
DUMSAG,1.529,1043.3,COC(=O)c1cc(cc(c1C)N(=O)=O)N(=O)=O,19
DUMVOZ,1.35,778.431,CC1=CC(=C2N1c1ccccc1C=C2c1ccc(cc1)N(=O)=O)C,2
DUNQOT,1.478,629.619,CCOC(=O)/C(=N/OC)/C(=O)c1ccc(cc1)N(=O)=O,2
