ccdc_id,CHIRAL SMILES
ADIPEJ,COc1c(O)cccc1N(=O)=O
ADOGUX,CNC(=O)[C@@H]1CCCN1C(=O)c1ccccc1NC(=O)c1ccccc1N(=O)=O
ADOHAE,O=C([C@@H]1CCCN1C(=O)c1ccccc1NC(=O)c1ccccc1N(=O)=O)NC(C)(C)C
ADOKUZ,O=N(=O)c1cc(ccc1N/N=C(\[C@@H](c1ccccc1)O)/c1ccccc1)N(=O)=O
ADOLEK,O=N(=O)c1ccc(NN=C2CCCCCCC2)c(c1)N(=O)=O
ADOMAK,O=C(N1CCc2cc(ccc12)N(=O)=O)c1ccccc1
ADOWUO,O=N(=O)NC1=NC(=NN1)C(N(=O)=O)(N(=O)=O)N(=O)=O
ADOXID,CN1C=C(C)C(=N1)N(=O)=O
ADUKAL,COC(=O)Cc1c(OC)c(cc2c1Oc1c(CN3C(=O)c4ccccc4C3=O)c(OC)c(cc1C2(C)C)c1ccc(C=O)cc1)c1cccc(c1)N(=O)=O
ADUSAV,CCOC(=O)[C@]12CCC[N@]1[C@H]([C@H]([C@@H]2c1ccc(cc1)C)N(=O)=O)/C=C/c1ccccc1OC
AFAZUD,O=N(=O)[C@]12C[C@@H]3[C@](C1)(C[C@H]2C3)N(=O)=O
AFEPUX,NC(N)=Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
AFEQEK,CC(C)(C)c1cc(Nc2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)cc(c1O)C(C)(C)C
AFEXEP,CCC(=O)Nc1ccc(cc1)N(=O)=O
AFIBEZ,CC1=NN(C(=O)/C/1=N\Nc1cc(ccc1O)N(=O)=O)c1ccccc1
AFIFUS,CN1C[C@]2([C@@H]([C@@]31C(=O)Nc1c3cccc1)c1ccccc1O[C@@H]2c1cccc2c1cccc2)N(=O)=O
AFISEP,CC(Cc1ccc(cc1)[C@@H](C(=O)N/N=C(/c1cccc(c1)N(=O)=O)\C)C)C
AFIYAQ,COc1ccc(cc1)[C@@H]1C(=CN(C=C([C@H]1c1ccc(cc1)N(=O)=O)C)c1c(C)cc(cc1C)O)OC(=O)C(C)(C)C
AFOMAL,O=N(=O)c1cc(ccc1/C=N/N(c1ccccc1)c1ccccc1)N(=O)=O
AFONEQ,COc1ccc(cc1)[C@H]1Oc2ccccc2[C@H]2[C@]1(N(=O)=O)[C@@H]1CCCC[N@]1[C@]12C(=O)Nc2c1cccc2
AFONOA,Nc1ccc(cc1/N=C/c1ccncc1)N(=O)=O
AFONOA01,Nc1ccc(cc1/N=C/c1ccncc1)N(=O)=O
AFOPUI,Oc1ccc(cc1/C=N/c1cccc(c1C)N(=O)=O)N(=O)=O
AFUGEP,O=N(=O)C1=NON=C1C1=NON=C1C1=NON=C1N(=O)=O
AFUGEP01,O=N(=O)C1=NON=C1C1=NON=C1C1=NON=C1N(=O)=O
AFUSEB,COc1cc(OC)c(cc1/C=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)OC
AFUTIH,O=N(=O)c1ccc(cc1)C1=C(N(Cc2ccccc2)c2nc3ccccc3nc12)c1ccccc1
AFUTON,O=N(=O)c1ccc(cc1)C1=C(N(Cc2ccccc2)c2nc3ccccc3nc12)c1ccccc1
AGAFOF,O=N(=O)C1=C(NCc2ccccc2)C(=C(N(Cc2ccccc2)Cc2ccccc2)C2=NON=C12)N(=O)=O
AGAFUL,O=N(=O)C1=C(N(Cc2ccccc2)Cc2ccccc2)C2=NO[N+](=C2C(=C1N(Cc1ccccc1)Cc1ccccc1)N(=O)=O)[O-]
AGAXEN,N#CC1=C(C)/C(=C/c2ccc(cc2)N(=O)=O)/NC1=O
AGAXOX,O=C1N(CC#C)c2ccc(cc2N1CC#C)N(=O)=O
AGAXUD,O=N(=O)c1ccc(Cc2ccncc2)cc1
AGERUZ,CN1c2ccccc2[C@@]2(C1=O)OC(=N[C@@H]2c1ccc(cc1)N(=O)=O)c1ccccc1
AGESAG,Cc1ccc(cc1)C1=N[C@@H]([C@]2(O1)c1cccc3c1c(C2=O)ccc3)c1ccc(cc1)N(=O)=O
AGIKEI,CCOC(=O)[C@@]12[C@H](OC)CC(=O)C[C@@H]1Oc1c2cc(cc1)N(=O)=O
AGOBOQ,O=N(=O)/C(=C\C(c1ccccc1)c1ccccc1)/c1ccccc1
AGOKUE,O=N(=O)c1ccc(cc1)C1=CN(N=N1)C[C@@H]1COCc2c(O1)cccc2
AGUBOV,COc1ccc2c(c1)[C@](CC)(C[C@H](N2)c1ccc(cc1)N(=O)=O)c1ccccc1O
AGUNUN,CCO[C@@H](N1N=Cc2c1cccc2N(=O)=O)C
AGUQOI,C=C[C@@H]([C@@](c1cccc2c1cccc2)(OC(=O)c1ccc(cc1)N(=O)=O)C)C
AGUQUO,C=C[C@@H]([C@@](OC(=O)c1ccc(cc1)N(=O)=O)(COC(=O)c1ccc(cc1)N(=O)=O)C)c1ccccc1
AHACIX,Nc1ncc(c(n1)c1ccccc1)N(=O)=O
AHADOE,COC=1C=C(C=CC1)[C@@H](CC(=O)C1=[N+](C=CC=C1)[O-])C[N+](=O)[O-]
AHEBAT,CCOC(=O)[C@]12CCC[C@]2(Nc2ccc(cc2)C)Oc2c(N1)ccc(c2)N(=O)=O
AHEDOH,CC(=O)OC[C@H]1O[C@@H](Oc2cc(N(=O)=O)c(cc2O[C@@H]2O[C@H](COC(=O)C)[C@@H]([C@@H]([C@H]2OC(=O)C)OC(=O)C)OC(=O)C)N(=O)=O)[C@@H]([C@H]([C@H]1OC(=O)C)OC(=O)C)OC(=O)C
AHIBUO,Oc1ccccc1/C=N/[C@H](c1ccc(cc1)N(=O)=O)/N=C/c1ccccc1O
AHICUR,CC(C)=NN(c1ccccc1)c1ccccc1N(=O)=O
AHIDAY,Oc1ccccc1/C=N/N(c1ccccc1N(=O)=O)c1ccccc1
AHIDEC,O=N(=O)c1ccccc1N(c1ccccc1)/N=C/c1ccccc1
AHIDIG,CC(=O)N(N(c1ccccc1)c1ccccc1N(=O)=O)C(C)=O
AHIHIK,O=N(=O)CC[C@H]1O[C@H]2[C@@H]([C@@H]1CNC(=O)OCc1ccccc1)OC(O2)(C)C
AHILAG,O=N(=O)c1ccc(C2=NN=C(O2)c2cc(cc(c2)N(=O)=O)N(=O)=O)c(c1)N(=O)=O
AHIVEU,COc1ccc(c2c(OC)cccc12)N(=O)=O
AHOKEQ,OC1=C(COC1=O)c1cccc(c1)N(=O)=O
AHORUM,COC(=O)C1=C(ON=C1N(=O)=O)c1ccc(cc1)N(=O)=O
AHOVAX,CN1C[C@@H]2C[C@H](C1)C1=C(C=C(C(=O)N1C2)N(=O)=O)N(=O)=O
AHOVOI,C=C[C@@H]([C@@H]([C@H]([C@H]1OC(N([C@@H]1C)C(=O)C)(C)C)C)OC(=O)c1ccc(cc1)N(=O)=O)C
AHUHEQ,CCCCCCCCCCCCCCCCCCNc1ccc(cc1N(=O)=O)N(=O)=O
AHUXUX,CC1=NC(=CN1CC(=O)NCc1ccccc1)N(=O)=O
AJAKOO,O=C1c2cc(cc(c2c2c1cc(cc2N(=O)=O)C#N)N(=O)=O)C#N
AJAPUY,O=N(=O)c1cc2c3ccccc3N(Cc3ccccc3)c2c2ccccc12
AJAXAK,COC(=O)[C@@H]1C2=C(C(=O)N(C2=O)C)C2=C(c3c1c(ccc3)N(=O)=O)N(c1c2cccc1)C(=O)OC(C)(C)C
AJIMAJ,CCOC(=O)[C@@]1(C(=O)CCN1C(=O)OC(C)(C)C)[C@@H](c1ccc(cc1)OC)CN(=O)=O
AJIMAJ01,CCOC(=O)[C@@]1(C(=O)CCN1C(=O)OC(C)(C)C)[C@@H](c1ccc(cc1)OC)CN(=O)=O
AJITUL,O=C(c1cc(cc(c1)N(=O)=O)N(=O)=O)O[C@@]1(C)CC=C2[C@H](C1)CCc1c2cccc1
AJIYIE,NC1=NC(=NO1)CN1N=C(C(=C1N(=O)=O)N)N(=O)=O
AJIYOK,NC1=NC(=NO1)CN1N=C(C(=C1N(=O)=O)N(=O)=O)N(=O)=O
AJOCAG,O=N(=O)/N=C\1/ON=C(N1)CN1N=C(C(=C1N(=O)=O)N(=O)=O)N(=O)=O
AJONIZ,COC(=O)[C@]12NN=C([C@@H]2CN[C@@H]1C)c1ccccc1N(=O)=O
AJUQUS,CC(=O)C(Cc1ccc(cc1)N(=O)=O)(OOC(C)(C)C)C(C)=O
AKAVAK,O=N(=O)C[C@H](CC(=O)c1ccccc1)/C=C/c1ccccc1
AKEDUR,CN1C=C(C=C(C1=O)N(=O)=O)C(=O)c1ccccc1O
AKEFIH,CCN1N=Cc2cc(ccc12)N(=O)=O
AKENIO,COC(=O)c1ccc(NC2=CC(=NN2C(C)=O)C(C)(C)C)c(c1)N(=O)=O
AKEQIS,COc1ccc(CCNc2ccc(cc2N(=O)=O)N(=O)=O)cc1OC
AKIWAV,CN1C=CN(/C/1=N\N=N\c1ccc(cc1)N(=O)=O)C
AKOGAK,O=N(=O)C[C@H](C1=CNc2c1ccc(c2)C(C)C)c1ccccc1
AKOGEO,COc1ccc(cc1)C1=C([C@H](c2ccccc2)CN(=O)=O)c2c(N1)cccc2
AKOXUW,O=C1N(c2ccccc2)C(=O)[C@@H]2[C@H]1N(N=N2)CC1=NC(=NO1)c1ccc(cc1)N(=O)=O
AKOXUW01,O=C1N(c2ccccc2)C(=O)[C@@H]2[C@H]1N(N=N2)CC1=NC(=NO1)c1ccc(cc1)N(=O)=O
AKUFOD,O=C(OCc1ccc(cc1)N(=O)=O)C1=CC(=Cc2ccccc2N1)C(=O)OCc1ccc(cc1)N(=O)=O
AKUHUL,O=C[C@H]1C[C@]2(C)C(=O)CC[C@@]2([C@H]([C@@H]1c1ccccc1)N(=O)=O)O
AKUJAT,O=C[C@H]1C[C@]2(C)C(=O)CCC[C@@]2([C@H]([C@@H]1c1ccccc1)N(=O)=O)O
AKUJEX,O=C[C@H]1[C@H](c2ccccc2)[C@@H](N(=O)=O)[C@H]([C@]2([C@]1(O)CCC2=O)C)c1ccccc1
AKUPIG,O=N(=O)C([C@H]1OC(=N)c2c1cccc2)(C)C
AKUPOM,CC[C@@H](N(=O)=O)[C@@H]1NC(c2ccccc21)=O
AKUPUS,OC[C@@H]([C@@H]1NC(=O)c2c1cccc2)N(=O)=O
AKURAA,O=C(c1ccc(cc1)N(=O)=O)N[C@@H]1C[C@H](C1)NC(=O)OC(C)(C)C
AKUREE,O=C(c1ccc(cc1)N(=O)=O)N[C@@H]1C[C@]2(C1)C[C@H](C2)NC(=O)c1ccc(cc1)N(=O)=O
AKUVUX,CCC1=C(C#Cc2ccccc2)OC(=CC(=O)[C@H]([C@@H]1c1ccc(cc1)N(=O)=O)CC)c1ccccc1
AKUWAE,CCCC#CC1=C(CC)[C@H](c2ccc(cc2)N(=O)=O)[C@H](C(=O)C=C(O1)CCC)CC
AKUZAI,O=C[C@@](N(C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)([C@@H](c1ccccc1)CN(=O)=O)C
ALACIA,COc1ncc(c2ccccc2)c2c1cccc2N(=O)=O
ALADAT,C[C@@H]1c2cc(c(cc2OCCNc2ccccc2N(=O)=O)OCCNc2ccccc2N(=O)=O)[C@H](C)c2cc(c(cc2OCCNc2ccccc2N(=O)=O)OCCNc2ccccc2N(=O)=O)[C@@H](c2cc([C@@H](c3cc1c(OCCNc1ccccc1N(=O)=O)cc3OCCNc1ccccc1N(=O)=O)C)c(OCCNc1ccccc1N(=O)=O)cc2OCCNc1ccccc1N(=O)=O)C
ALASOV,CC(=CCC[C@@]([C@H](OC(=O)c1ccc(cc1)N(=O)=O)COC(=O)c1ccc(cc1)N(=O)=O)(C#CCOC(=O)c1ccc(cc1)N(=O)=O)C)C
ALECAW,O=C1O[C@]23C[C@@H]4CC[C@@]3([C@]3(C1)CC(C)(C)CC[C@H]3O2)[C@H](C4)N(=O)=O
ALEDIF,C=CC[C@@]1(C)C(=O)Oc2c([C@@H]1c1ccc(cc1)N(=O)=O)c(OC)c(c(c2)OC)OC
ALINEQ,CCOC(=O)C1=C(C)OC(=C([C@]21C(=O)Nc1c2cc(cc1)N(=O)=O)C#N)N
ALOFUE,O=N(=O)C[C@H](C1=COc2c(C1=O)ccc(c2)OCc1ccccc1)O
ALOTUS,CCOC(=O)C(CC=C)(CC=C)C(=O)c1ccc(cc1)N(=O)=O
ALUJUO,O=N(=O)c1ccc(cc1)/N=N/C1=C2C=C(N1)C(C)(C)C1=CC=C(N1)C(C)(C)C1=CC=C(C(C3=CC=C(C2(C)C)N3)(C)C)N1
ALUKOJ,O=C(Nc1ccccc1)C1=Cc2cccc(c2N1)N(=O)=O
ALULOL,N#C[C@H]1CN(C[C@H]1OC(=O)c1ccc(cc1)N(=O)=O)C(=O)OC(C)(C)C
ALUSOS,N#C[C@@H]1CN(C[C@@H]1OC(=O)c1ccc(cc1)N(=O)=O)C(=O)OC(C)(C)C
ALUTEJ,Cc1c(cc(cc1C(C)(C)C)N(=O)=O)N(=O)=O
ALUZUE,COc1cc(O)c2C(=O)OCc3cc(ccc3c2c1)N(=O)=O
AMEGAD,O=CNNc1ccc(cc1N(=O)=O)N(=O)=O
AMEVOF,CCCCCCNC(=O)Nc1ccc(cc1)N(=O)=O
AMNBOZ,CC(=O)N1OCCc2c([C@H]1C)cc(cc2)N(=O)=O
AMNIFL,Nc1ccc2c(Cc3cc(ccc23)N(=O)=O)c1
AMNPHA,Nc1ccc(cc1O)N(=O)=O
AMNTPY,Nc1ncccc1N(=O)=O
AMNTPY01,Nc1ncccc1N(=O)=O
AMNTPY02,Nc1ncccc1N(=O)=O
AMOLIZ,CC1(C)O[C@H]2O[C@@H]([C@@H]1CC2(C)C)c1ccc(cc1)N(=O)=O
ANEJAG,O=C(N1CCNCC1)c1ccc(cc1)N(=O)=O
ANEMEN,CC1=C(C(=O)C)[C@H](C(=C(N1)C)C(=O)C)c1ccc(cc1)N(=O)=O
ANEVAS,COC(C1=C[C@H](c2ccccc2)[C@@](C#CCOCc3ccccc3)(N(=O)=O)[C@]14C(N(C)c5ccccc54)=O)=O
ANISOH,O=C(Nc1c(ccc2cccnc12)N(=O)=O)C1=CC=CO1
ANISUN,CC(=O)Nc1c(ccc2cccnc12)N(=O)=O
ANITAU,CC(C)(C)C(=O)Nc1ccc(c2cccnc12)N(=O)=O
ANOQUR,N#C[C@H](c1ccccc1N(=O)=O)CC1=CCCCC1=O
ANORIF,COc1cccc2c1OC(=O)[C@@H]([C@@H]2CN(=O)=O)C
ANOSAY,COC(=O)c1ccc2c(c1)N[C@H](c1cccc(c1)N(=O)=O)c1c3N2CCc3ccc1
ANOXUX,O=C([C@H](c1ccccc1N(=O)=O)O)NC1CCCCC1
ANUCUJ,CCN(c1ccc(cc1)/C=C(/c1ccc(cc1)N(=O)=O)\C#N)CC
ANUDAQ,CCOc1cc(ccc1/C=C(/c1ccc(cc1)N(=O)=O)\C#N)N(CC)CC
ANUDEU,CCN(c1ccc(c(c1)OCc1ccccc1)/C=C(/c1ccc(cc1)N(=O)=O)\C#N)CC
ANUDIY,CCN(c1ccc(c(c1)OC)/C=C(/c1ccc(cc1)N(=O)=O)\C#N)CC
ANUKOK,O=N(=O)c1cc(c2Oc3cc4ccccc4cc3Oc3cc(Oc4cc5ccccc5cc4Oc1c2)c(cc3N(=O)=O)N(=O)=O)N(=O)=O
ANUXUD,C[C@H]1CC2=C[C@@H](C[C@@]2([C@H]2C3=C([C@H](CC[C@H]13)C)C(=O)O2)C)OC(=O)c1ccc(cc1)N(=O)=O
AOMOQU,COc1cc(c2ncccc2c1OC(C)=O)N(=O)=O
AOXLPY,CO[C@@H]1OC[C@H]([C@]([C@H]1OC(=O)C)(C)N(=O)=O)OC(=O)C
APACIF,CCOC(=O)[C@]1(Cc2ccccc2N([C@H]1c1ccccc1)C)N(=O)=O
APAKUZ,Oc1c2C(=O)c3ccccc3C(=O)c2c(O)c(c1N(=O)=O)N(=O)=O
APALOU,CC(=O)N1N=Cc2cc(ccc12)N(=O)=O
APENIU,O=N(=O)C1=NN(NC2=NN3C=NN=C3N=N2)C=N1
APEQIY,NC1=C(N(N=C1N(=O)=O)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
APERIX,COc1ccc2c(c1)[C@H](C[C@H](N2)c1ccc(cc1)N(=O)=O)C1=Cc2c(N1)cccc2
APEYAY,CC(C)(C)C(=O)Oc1ccc(c(C=O)c1)N(=O)=O
APILUI,CCN(c1ccc2c(c1)Oc1c(C32N(/N=C/c2cc(/N=N/c4ccc(cc4)N(=O)=O)ccc2O)C(=O)c2c3cccc2)ccc(c1)N(CC)CC)CC
APIWOM,O=N(=O)c1ccc(cc1)N1CCOCCOCCOCCOCC1
APOREE,CCOC(=O)/C(=C(/C(=O)c1ccc2c(c1)cccc2)\N1CCCCC1)/N(=O)=O
APOXAG,O=N(=O)c1ccc2c(c1)[C@H]1OC=C([C@H]1O2)c1ccccc1
APOYOU,OCC1(CO)CO[C@H](N1)c1cccc(c1)N(=O)=O
APOYUA,OCC(/N=C/c1cccc(c1)N(=O)=O)(CO)C
APOZAH,CC(=O)OCC(/N=C/c1ccc(cc1)N(=O)=O)(COC(=O)C)COC(=O)C
APUCOE,CC(=O)O/C(=C\c1ccc(cc1)N(=O)=O)/C(=C(C)C)C
APUHAV,COC(=O)[C@@]1(C[C@H]2N(C1=O)[C@@H](OC2)c1ccccc1)c1ccc(cc1N(=O)=O)N(=O)=O
APUMIJ,CCCCNc1cc(c(C)c[n+]1[O-])N(=O)=O
APUTUA,CO[C@@H]1C[C@H]2N([C@]1(CO)[C@H]([C@@H]2N(=O)=O)C(=O)OC)C(=O)OC(C)(C)C
APUVAI,CO[C@@H]1C[C@H]2N([C@]1(CO)[C@H]([C@@H]2C(=O)OC)N(=O)=O)C(=O)OC(C)(C)C
APUZUH,CNc1ccc(cc1OCCOCCO)N(=O)=O
AQABOM,O=N(=O)c1cc(ccc1N/N=C/C[C@@H]1Cc2ccccc2-c2c1cccc2)N(=O)=O
AQAFEF,CCOC(=O)C1=C(c2cccc(c2)N(=O)=O)C(=NN1)C(=O)c1ccccc1
AQAWUN,O=C(c1ccc(cc1)N(=O)=O)N/N=C(/c1ccccc1)\C
AQECII,O=C(c1ccc(cc1)N(=O)=O)OCC[C@@H]1C(=O)O[C@@]2([C@H]1CC2)C
AQEGUB,O=C1N(Cc2ccccc2)C(=O)c2ccc(c3cccc1c23)N(=O)=O
AQEKOY,COC(=O)CCN(c1ccc(c(c1)NC(=O)C)/N=N/c1ccc(cc1N(=O)=O)N(=O)=O)CCC(=O)OC
AQELAM,CN1C(=O)C(=Cc2c1cccc2N(=O)=O)Nc1ccc(C)cc1
AQEYUS,N#C/C(=C\c1ccc(cc1)N(c1ccc(cc1)/C=C(/c1ccc(cc1)N(=O)=O)\C#N)c1ccccc1)/c1ccc(cc1)N(=O)=O
AQIFAK,O=C(c1cc(cc(c1)N(=O)=O)N(=O)=O)O[C@@H]1CC[N@]2[C@H]1CC[C@@H](CC2)c1ccccc1
AQILES,O=N(=O)c1ccc(Nc2ccccn2)c(c1)N(=O)=O
AQILIW,O=N(=O)c1cc(ccc1Nc1ccc(cc1)/N=N/c1ccccc1)N(=O)=O
AQOMUR,CC(c1c(OCC2=CN(N=N2)c2ccc(cc2)N(=O)=O)ccc2c1CC[C@@H]1[C@]2(C)CCCC1(C)C)C
AQOYIR,COc1c(C)ccc2c1[C@H](OC(=O)c1ccc(cc1)N(=O)=O)C2(C)C
AQUGUR,O=C(c1ccc(cc1)N(=O)=O)O[C@@H]1c2ccccc2C1(C)C
AQURUB,CC1=CN2C=C(C=CC2=N1)N(=O)=O
ARAXUP,CCOC(=O)[C@]1(CC[C@]2(N[C@]1(C)OO2)C)Cc1ccc(cc1)N(=O)=O
ARAYAW,CCOC(=O)[C@]1(CC[C@@]2(N[C@@]1(C)OO2)C)Cc1ccc(cc1)N(=O)=O
AREFIO,C[C@@]1(O[C@@H]1c1ccccc1)N(=O)=O
AREFOU,O=N(=O)[C@]1(O[C@@H]1c1ccccc1)c1ccccc1
AREJEO,O/N=C/1\[C@@H](CCc2c1cccc2)N(=O)=O
AREWUR,CC(=O)Oc1ccc(cc1)/C=C/C(=N\c1c(C)cccc1C)/c1ccccc1N(=O)=O
ARIFUD,CC1=NC=C(N1CCCO)N(=O)=O
AROBAL,C=C1[C@@H](C[C@@H]2C[C@H]1C2(C)C)[C@H](C(C)(C)C)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
AROCOC,Cc1ccc(NC(=O)CN2C(=O)C(=Nc3ccccc23)C)c(c1)N(=O)=O
ARUBEU,CC(C)(C)C1=NN(C(=C1)N)c1ccc(cc1)N(=O)=O
ARUBNT10,CO[C@H]1[C@@H](C)O[C@H](C[C@]1(C)N(=O)=O)OC(=O)C
ARUCOI,CC1=CNC(=C1C)c1cc(cc(c1O)C1=C(C)C(=CN1)C)N(=O)=O
ARUVEO,OC(=O)CCCCN(c1ccc(cc1)/N=N/c1ccc(cc1)N(=O)=O)C
ASALIS,N#C[C@@]1([C@@H](CC(=O)c2ccccc2)c2ccccc2N[C@@H]1c1ccc(cc1)N(=O)=O)C(=O)c1ccccc1
ASARAQ,N#C[C@]1([C@@H](CC(=O)c2ccccc2)c2ccccc2N[C@H]1c1ccc(cc1)N(=O)=O)C(=O)c1ccccc1
ASAXIC,Oc1c(cccc1N(=O)=O)C(=O)N=[N+]=[N-]
ASAYEZ,Oc1c(cccc1N(=O)=O)N1C(=O)Oc2c(cccc2N(=O)=O)C1=O
ASAYID,Oc1c(NC(=O)c2cccc(c2O)N(=O)=O)cccc1N(=O)=O
ASELAO,COC(=O)c1c(O)ccc(O)c1N(=O)=O
ASEYEC,OC[C@H]1CCCN1c1ccc(cc1NC(=O)C)N(=O)=O
ASEYIG,OC(=O)[C@@H]1CCCN1c1ccc(cn1)N(=O)=O
ASIMUL,CC(=O)O[C@@H]1C[C@@H](OC(=O)c2ccc(cc2)N(=O)=O)[C@]2([C@@H](C1)O2)C
ASOLAY,O=C(CN=C(c1ccccc1)c1ccccc1)Nc1ccccc1N(=O)=O
ASOREG,O=C1CC[C@]21OC(O[C@H]2c1ccc(cc1)N(=O)=O)(C)C
ASOVOU,CC(=O)/C(=C/c1ccccc1N(=O)=O)/CN1CCN(CC1)C/C(=C\c1ccccc1N(=O)=O)/C(=O)C
ASUBOI,COc1ccc2c(c1N(=O)=O)Oc1c([C@@]32OC(=O)c2c3cccc2)ccc(c1N(=O)=O)O
ASUCID,NC1=NC2=C(N=NN2N=C1N=[N+]=[N-])N(=O)=O
ASUDEA,NC1=NC2=C(N=NN2N=C1C#N)N(=O)=O
ASUDIE,COC1=NN2N=NC(=C2N=C1N)N(=O)=O
ASUJII,CCOC(=O)C(=C)[C@@H]1[C@@H](c2ccccc2)[C@H]([C@H]([C@@H]1C(=O)c1ccc(cc1)N(=O)=O)c1ccccc1)C(=O)c1ccc(cc1)N(=O)=O
ASULAC,COC(=O)C1(CC2=C3C(=C(c4ccc(cc4)N(=O)=O)C(=O)[C@H](C3=C(O2)c2ccccc2)c2ccccc2)C1)C(=O)OC
ASUMAC,O=C1CCC=C1[C@H](c1ccc(cc1)N(=O)=O)O
ASUNOU,O=C(c1ccc(cc1)N(=O)=O)O[C@@H]1C[C@]23C[C@@H](C1=C)C([C@@H]3CC[C@H]2C)(C)C
ASUYUI,O=C(c1ccc(cc1)N(=O)=O)O[C@H]1C=CC[C@H](C1(C)C)CC=C(C)C
ATAMOZ,CC(=O)C(C)(C)OC(=O)OCc1ccc(cc1)N(=O)=O
ATAVAT,O=C(c1ccc(cc1)N(=O)=O)O[C@H]([C@@H]1O[C@@H](C[C@H]2[C@H]1CCCC2)c1ccccc1)c1ccccc1
ATAWIC,O=N(=O)[C@H]1CCCC[C@]1(O)C(=O)C
ATAWIC01,O=N(=O)[C@@H]1CCCC[C@@]1(O)C(=O)C
ATEJUH,O=C1C=C[C@]2(C=C1)O/C(=N\c1ccc(cc1)N(=O)=O)/N(C2)C
ATEKOC,O=C1C=C[C@]2(C=C1)CN(C(=O)N2c1ccc(cc1)N(=O)=O)C
ATESEA,Nc1ccccc1Nc1ncccc1N(=O)=O
ATIPAX,O=N(=O)c1cccc(c1)C1=NNC(=N1)c1ccccc1
ATIXOQ,O=N(=O)c1c2ccccc2c2ccc3cccc4ccc1c2c34
ATIYUZ,CCOC(=O)C(C(=O)OCC)c1ccnc(N)c1N(=O)=O
ATIZAG,CCOC(=O)C(C(=O)OCC)c1cc(N)ncc1N(=O)=O
ATOPOP,Cc1cccc(c1/N=C/c1ccc(cc1)N(=O)=O)C
ATUJIK,O=N(=O)C1=CC=C(NCCN2CCOCC2)C2=NON=C12
ATUSAL,O=N(=O)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1cc(nc(c1)c1ccccn1)c1ccccn1
ATUSEP,CCOc1ccc(cc1)N(c1ccc(cc1)c1cc(nc(c1)c1ccccn1)c1ccccn1)c1ccc(cc1)N(=O)=O
ATUTUE,COC(=O)c1cc(ccc1NC(C)=O)N(=O)=O
ATYRAN,CC(=O)N[C@H](C(=O)Nc1ccc(cc1)N(=O)=O)Cc1ccc(cc1)O
AVALEQ,O=C1C=CN2[C@@H]([C@H]1C)C=Cc1c2cccc1N(=O)=O
AVOJUR,CC(=O)Nc1ccc(N)cc1N(=O)=O
AVOJUR01,CC(=O)Nc1ccc(N)cc1N(=O)=O
AVOJUR02,CC(=O)Nc1ccc(N)cc1N(=O)=O
AVOSUC,Nc1nnc(c(N)n1)N(=O)=O
AVOTAJ,Nc1nc(N)c(n[n+]1[O-])N(=O)=O
AVOTAJ01,Nc1nc(N)c(n[n+]1[O-])N(=O)=O
AVUCIG,CCCCCCOc1cc(C)cc(OCC(=O)Nc2ccc(cc2)N(=O)=O)c1
AVUQEQ,CN(c1ccccc1)c1cc(ccc1OC(=O)c1ccc(cc1)N(=O)=O)N1CCOCC1
AWADAG,O=N(=O)[C@@H]1[C@H](c2ccccc2)[C@@H](C)[C@H]([C@@H]2[C@H]1Oc1cc(C)ccc1C2=O)O
AWAXON,Cc1ccc(cc1)/C=C(/C(=O)c1ccccc1)\N1C(=Nc2c1ccc(c2)N(=O)=O)C
AWELUL,O=N(=O)C(C1=NON=C1/N=N/C1=NON=C1C(N(=O)=O)N(=O)=O)N(=O)=O
AWENIB02,Oc1ccc(cc1C(=O)Oc1ccccc1)N(=O)=O
AWENUM,O=C(OCCOC(=O)c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O
AWIZIR,O=N(=O)c1ccc(cc1)C(c1ccc(cc1)N(=O)=O)=C(c1ccccc1)c1ccccc1
AWIZIR01,O=N(=O)c1ccc(cc1)C(c1ccc(cc1)N(=O)=O)=C(c1ccccc1)c1ccccc1
AWIZUD,O=N(=O)c1ccc(cc1)C(c1ccccc1)=C(c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O
AWOBAR,O=N(=O)c1ccc(cc1)C(c1ccc(cc1)N(=O)=O)=C(c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O
AWUCOK,Cc1ccccc1/N=C/c1cccc(c1)N(=O)=O
AWUFIK,CCOC(C[C@@H]1CC(=C([C@H]([C@@H]1N(=O)=O)c1cc2OCOc2cc1C1OCCO1)C(=O)OC)OC(=O)c1ccccc1)OCC
AWUJIM,COc1ccc(cc1)/C=N/NC(=O)c1cccc(c1)N(=O)=O
AWULAG,COc1ccccc1/C=N/NC(=O)c1cccc(c1)N(=O)=O
AWUSAM,O=N(=O)c1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccc(cc1)N(=O)=O
