refcode,mlp_method,gaff_method,status,mlp_energy_kJ_mol,gaff_energy_kJ_mol,mlp_rmsd,gaff_rmsd,mlp_max_abs_stress_GPa,gaff_max_abs_stress_GPa,mlp_status,gaff_status
DIWPEF,uma,gaff_uma,ok,-35625.03097136917,-35620.99146821183,0.01796834,,,0.0265037469323,match,error: StructureMatcher did not find a match
DIWSUY,mace,gaff_mace,ok,-21974.015155266752,-21972.985608530333,0.12553896,0.15050800,0.158024386971,0.0130452116253,match,match
DIWSUY,maceoff,gaff_maceoff,ok,-26975.2030585,-26975.217897,0.05039767,0.09848487,,0.0218254806713,timeout_match,match
DIWSUY,uma,gaff_uma,ok,-21873.771333515924,-21870.408433750094,0.01224431,0.08800214,0.0663349117461,0.0324159612372,match,match
DIWWEL,mace,gaff_mace,ok,-17551.437055680133,-17550.681020738946,0.14136451,0.11675113,0.125393610728,0.0248713468738,match,match
DIWWEL,maceoff,gaff_maceoff,ok,-19724.93530975,-19724.936767,0.05267074,0.08413050,0.0279901713348,0.0312991895101,match,match
DIWWEL,uma,gaff_uma,ok,-17441.36087203794,-17440.75653616019,0.01182101,0.04153045,,0.030027904862,match,match
DIWWEL01,mace,gaff_mace,ok,-17522.70027844341,-17522.54196611451,0.12409937,0.10323511,,,timeout_match,timeout_match
DIWWEL01,maceoff,gaff_maceoff,ok,-19724.809603708334,-19724.815365666665,0.06095957,0.06226795,,,timeout_match,timeout_match
DIWWEL01,uma,gaff_uma,ok,-17437.711897282596,-17436.43187060376,0.01561497,0.06755531,,0.00726543144593,match,match
DIWWEL02,mace,gaff_mace,ok,-17508.941072080634,-17508.72344941403,0.09247486,0.08760952,0.0160162180613,0.0295230242026,match,match
DIWWEL02,maceoff,gaff_maceoff,ok,-19724.795891666665,-19724.80449883333,0.03120111,0.05822977,0.0159071779072,0.0251905556189,match,match
DIWWEL02,uma,gaff_uma,ok,-17435.577613594472,-17436.00182743804,0.03277561,0.03860673,,0.00773092302053,match,match
DIWXIS,mace,gaff_mace,ok,-33187.45537869508,-33188.55784422125,0.11782223,0.10930986,,0.0332382370873,timeout_match,match
DIWXIS,maceoff,gaff_maceoff,ok,-35428.33053875,-35428.333593125,0.00614595,0.04848983,,0.0335525892434,timeout_match,match
DIWXIS,uma,gaff_uma,ok,-33057.98235073415,-33057.3111625819,0.01257953,0.03814706,0.0101375734825,,match,timeout_match
DIWYUE,mace,gaff_mace,ok,-30373.71198748788,-30372.470510719453,0.10258864,0.06555808,0.1274715601,0.0241639170934,match,match
DIWYUE,maceoff,gaff_maceoff,ok,-33757.6953995,-33757.7002925,0.03098646,0.04938503,0.0312380332059,0.0300297469854,match,match
DIWYUE,uma,gaff_uma,ok,-30232.24557947003,-30232.616034902712,0.01172410,0.03935662,0.158412512083,0.031597655887,match,match
DIXBAO,mace,gaff_mace,ok,-22218.32366266552,-22215.529761024558,0.09289907,0.15342363,0.0316453741621,,match,timeout_match
DIXBAO,maceoff,gaff_maceoff,ok,-27400.617198,-27400.51710725,0.01163622,,0.0349122176609,0.0316248877771,match,error: StructureMatcher did not find a match
DIXBAO,uma,gaff_uma,ok,-22146.960626529824,-22137.905984658046,0.01123251,,0.0311794710823,0.0269393758243,match,error: StructureMatcher did not find a match
DIXBAP,mace,gaff_mace,ok,-39453.928960917205,-39455.27213322569,0.13081067,0.13055955,0.165244047505,0.0328231228336,match,match
DIXBAP,maceoff,gaff_maceoff,ok,-42157.257478,-42157.31992075,0.06083297,0.09702953,,0.0318343636737,timeout_match,match
DIXBAP,uma,gaff_uma,ok,-39331.20890516958,-39332.4029835186,0.01663014,0.11277710,0.0136874370769,0.0163230610014,match,match
DIXDET,mace,gaff_mace,ok,-11174.754477756154,-11174.57378485042,0.16980148,0.15263547,0.0215140944932,0.0281532366941,match,match
DIXDET,maceoff,gaff_maceoff,ok,-21310.523228625,-21310.51830125,0.05891092,0.03788035,0.0252953534892,0.030710506466,match,match
DIXDET,uma,gaff_uma,ok,-11271.990538127373,-11271.618526868704,0.02467623,0.06701698,0.115695770698,0.0185829679172,match,match
DIXDUJ,mace,gaff_mace,ok,-13319.86985851669,-13319.758779778083,0.09993608,0.09278902,0.157920608407,0.0336970711383,match,match
DIXDUJ,maceoff,gaff_maceoff,ok,-17558.1503105,-17558.12469325,0.06043436,,0.0297500836288,0.0286093952045,match,error: StructureMatcher did not find a match
DIXDUJ,uma,gaff_uma,ok,-13269.928133999016,-13269.114642374334,0.02102628,0.02925438,,0.0280188015812,match,match
DIXDUJ01,mace,gaff_mace,ok,-13319.821278151965,-13319.64869001413,0.09799109,0.07955627,0.169214267672,0.033448032429,match,match
DIXDUJ01,maceoff,gaff_maceoff,ok,-17558.15441375,-17558.154188,0.06454776,0.05281824,0.168471499692,0.0291516660627,match,match
DIXDUJ01,uma,gaff_uma,ok,-13270.361015441586,-13270.378358680035,0.01302729,0.02029440,,0.0292004554714,match,match
DIXFEV,mace,gaff_mace,ok,-11226.753969073357,-11226.692459674128,0.12856654,0.13291731,0.117128470696,0.125496037037,match,match
DIXFEV,maceoff,gaff_maceoff,ok,-21310.582345,-21310.5852595,0.05013579,0.06773954,0.117425057254,0.126647844691,match,match
DIXFEV,uma,gaff_uma,ok,-11274.43948058466,-11273.852222610692,0.01161725,0.05871652,,0.0994171965485,match,match
DIXLIF,mace,gaff_mace,ok,-17997.120944000097,-17994.59944457305,0.11850976,,0.15022928139,0.0692082900467,match,error: StructureMatcher did not find a match
DIXLIF,maceoff,gaff_maceoff,ok,-17748.664054,-17748.6532845,0.03036959,,,0.0597363492747,timeout_match,error: StructureMatcher did not find a match
DIXLIF,uma,gaff_uma,ok,-17968.99353997951,-17961.005712303686,0.00803092,,,0.0799131216052,match,error: StructureMatcher did not find a match
DIXMUV,mace,gaff_mace,missing_energy,,,0.10921434,0.07874616,,0.00924099239546,timeout_match,match
DIXMUV,maceoff,gaff_maceoff,excluded,,,,0.08212552,0.0229199478897,0.0150270056326,error: StructureMatcher did not find a match,match
DIXMUV,uma,gaff_uma,ok,-22075.985099609272,-22076.683303654514,0.01872632,0.08075364,,0.0127540291949,match,match
DIXNAC,mace,gaff_mace,ok,-18890.636966559745,-18892.167030956556,0.08199581,0.05391215,0.157161405919,0.0349497254013,match,match
DIXNAC,maceoff,gaff_maceoff,ok,-20327.4226605,-20327.4072465,0.04701445,0.04178339,0.0323638619257,0.0394526345483,match,match
DIXNAC,uma,gaff_uma,ok,-18867.939877637724,-18867.64607980141,0.02246745,0.04407059,,0.0349145108205,match,match
DIXNAC02,mace,gaff_mace,ok,-18889.11109927488,-18892.007203003894,0.08524995,0.05646445,0.153326523145,0.021808270536,match,match
DIXNAC02,maceoff,gaff_maceoff,ok,-20327.4049825,-20327.4073095,0.03791239,0.03119292,0.166678029925,0.0338084448201,match,match
DIXNAC02,uma,gaff_uma,ok,-18868.891198891124,-18867.645814466745,0.01023043,0.04508989,,0.0350317046843,match,match
DIXNEG,mace,gaff_mace,ok,-22964.94323950408,-22965.37795416796,0.04625202,0.07569274,0.162275055462,0.0146661501584,match,match
DIXNEG,maceoff,gaff_maceoff,ok,-23505.654622,-23505.64738925,0.03122824,0.07181176,,0.016874699223,timeout_match,match
DIXNEG,uma,gaff_uma,ok,-22909.30379078986,-22907.336080987207,0.00773319,0.06743201,,0.0133297563497,match,match
DIXPOQ,mace,gaff_mace,ok,-23936.854137143902,-23935.78532087731,0.11256571,0.12546817,0.152947145722,0.0468036005255,match,match
DIXPOQ,maceoff,gaff_maceoff,ok,-29519.9027945,-29519.973928,0.09218463,0.12185011,0.315558913156,0.0341766480601,timeout_match,match
DIXPOQ,uma,gaff_uma,ok,-23852.557797027737,-23850.008461582376,0.02395196,0.11774675,,0.0588531749007,match,match
DIXPUW,mace,gaff_mace,ok,-23853.008721227416,-23847.857682922684,0.07712739,,0.14625018297,0.0227254909952,match,error: StructureMatcher did not find a match
DIXPUW,maceoff,gaff_maceoff,ok,-28471.396385,-28471.2264805,0.05335398,,,0.0206433419262,timeout_match,error: StructureMatcher did not find a match
DIXPUW,uma,gaff_uma,ok,-23749.99984694993,-23737.21160866631,0.02767123,0.22704690,,0.0270768651679,match,match
DIYRIM,mace,gaff_mace,ok,-33983.91234322529,-33984.49750264329,0.18121725,0.16071632,0.0350178417409,0.00555495091147,match,match
DIYRIM,maceoff,gaff_maceoff,ok,-38093.9487725,-38093.95840725,0.04161472,0.16523943,0.0362464307617,0.0147991620291,match,match
DIYRIM,uma,gaff_uma,ok,-33905.25501598107,-33898.49021225391,0.01944391,0.15709506,,0.0222120957934,match,match
DIZREL,mace,gaff_mace,ok,-38930.2375258222,-38933.90399556128,0.16060489,,0.146675742227,0.0226041424449,match,error: StructureMatcher did not find a match
DIZREL,maceoff,gaff_maceoff,ok,-43130.22454825,-43130.22972425,0.03265231,0.09746478,,0.0310091751911,timeout_match,match
DIZREL,uma,gaff_uma,ok,-38794.153166115524,-38795.915036522754,0.01826570,0.08887559,,0.0306537983393,match,match
DLARPY,mace,gaff_mace,ok,-21678.70674459158,-21678.690703905115,0.15422071,0.15406455,0.02878523397,0.0287690022491,match,match
DLARPY,maceoff,gaff_maceoff,excluded,,,,0.07714353,0.0151472083103,0.0372735257904,error: StructureMatcher did not find a match,match
DLARPY,uma,gaff_uma,ok,-21552.98985442821,-21556.413668107172,0.02887919,0.07544082,,0.030987637415,match,match
DMEGLY,mace,gaff_mace,ok,-9109.2482279199,-9080.247728128932,,,0.180988620887,0.288790748593,error: StructureMatcher did not find a match,error: StructureMatcher did not find a match
DMEGLY,maceoff,gaff_maceoff,ok,-11358.336577,-11358.267065,0.02768298,,0.154321258895,0.254129126773,match,error: StructureMatcher did not find a match
DMEGLY,uma,gaff_uma,ok,-9099.007081797668,-9092.25503825568,0.03427855,,,0.217061650382,match,error: StructureMatcher did not find a match
DMEGLY01,mace,gaff_mace,ok,-9109.200757136496,-9079.742337959271,,,0.188203133527,0.346551091762,error: StructureMatcher did not find a match,error: StructureMatcher did not find a match
DMEGLY01,maceoff,gaff_maceoff,ok,-11358.337574,-11358.267064,0.00863422,,0.153576149239,0.254127041965,match,error: StructureMatcher did not find a match
DMEGLY01,uma,gaff_uma,ok,-9097.447878830557,-9092.007649864116,0.02047240,,,0.1787977629,match,error: StructureMatcher did not find a match
DMEGLY03,mace,gaff_mace,ok,-9109.09288653518,-9079.882917088173,,,0.196815038326,0.319517559367,error: StructureMatcher did not find a match,error: StructureMatcher did not find a match
DMEGLY03,maceoff,gaff_maceoff,ok,-11358.337356,-11358.265909,0.00924741,,0.154599986384,0.263552009207,match,error: StructureMatcher did not find a match
DMEGLY03,uma,gaff_uma,ok,-9097.41082846302,-9092.002343170849,0.02084173,,,0.17935595504,match,error: StructureMatcher did not find a match
DMEGLY05,mace,gaff_mace,ok,-9109.436953229533,-9080.01915437713,0.05448708,,0.203480143819,0.335897785775,match,error: StructureMatcher did not find a match
DMEGLY05,maceoff,gaff_maceoff,ok,-11358.334503,-11358.269553,0.00651585,,0.15972682211,0.257033811935,match,error: StructureMatcher did not find a match
DMEGLY05,uma,gaff_uma,ok,-9100.043816691334,-9092.259476580957,0.01373767,,,0.217462216239,match,error: StructureMatcher did not find a match
DMNPPO,mace,gaff_mace,ok,-18948.4925145035,-18948.419402743086,0.08679316,0.10284620,0.158724873622,0.0335036893724,match,match
DMNPPO,maceoff,gaff_maceoff,ok,-23823.279704,-23823.279231,0.02808253,0.04132225,0.0332742158367,0.0315216353709,match,match
DMNPPO,uma,gaff_uma,ok,-18868.403923842572,-18868.487416610435,0.01065651,0.04058046,,0.0328406881575,match,match
DMNPYO,mace,gaff_mace,ok,-12285.488073252987,-12285.562125745391,0.04949996,0.04913314,0.192272357399,0.0320346743374,match,match
DMNPYO,maceoff,gaff_maceoff,ok,-16518.03939425,-16518.03811525,0.03640236,0.02796269,0.175161667036,0.0346815527182,match,match
DMNPYO,uma,gaff_uma,ok,-12212.532522589265,-12212.28991022164,0.02044681,0.01729232,,0.0156465011004,match,match
DMNPYO01,mace,gaff_mace,ok,-12274.55651427608,-12274.552534256132,0.05080549,0.05056880,0.036992917161,0.0364020284318,match,match
DMNPYO01,maceoff,gaff_maceoff,ok,-16517.985521125,-16517.935915,0.04626139,0.06670754,0.0252175901227,0.0264781869611,match,match
DMNPYO01,uma,gaff_uma,ok,-12210.190739153966,-12208.418629240856,0.02059024,0.06322847,0.0278158024857,0.0335072472015,match,match
DMTZOX,mace,gaff_mace,ok,-10724.903182910457,-10719.25482302196,0.18022851,,0.0372287504025,0.0320965283383,match,error: StructureMatcher did not find a match
DMTZOX,maceoff,gaff_maceoff,ok,-12322.932962,-12322.65037,0.12494902,,0.0209177800849,0.00755976549516,match,error: StructureMatcher did not find a match
DMTZOX,uma,gaff_uma,ok,-10617.890408563182,-10607.163060791716,0.02307624,0.21664359,0.0370246601773,0.0355326684676,match,match
DMXCYT,mace,gaff_mace,ok,-12218.595057826567,-12218.351987153615,0.09672445,0.05261964,0.129642731122,0.0527103755019,match,match
DMXCYT,maceoff,gaff_maceoff,ok,-14943.44572575,-14943.44596575,0.06122531,0.07391513,0.175649079902,0.0256185109178,match,match
DMXCYT,uma,gaff_uma,ok,-12190.0543347645,-12187.441922033262,0.01117227,0.06131851,,0.0285786840398,match,match
DNBENZ10,mace,gaff_mace,ok,-10455.488818212547,-10455.427984210643,0.09618512,0.10202136,0.146525483401,0.0307720227146,match,match
DNBENZ10,maceoff,gaff_maceoff,ok,-17461.93383575,-17461.9277825,0.05523574,0.03598157,,0.0298385656803,timeout_match,match
DNBENZ10,uma,gaff_uma,ok,-10410.554706553403,-10410.601212483487,0.01852306,0.02227333,,0.0284196798556,match,match
DNBENZ11,mace,gaff_mace,ok,-10455.387412128484,-10455.450272322363,0.05942960,0.09757975,0.138263411588,0.0290562071852,match,match
DNBENZ11,maceoff,gaff_maceoff,ok,-17461.93356125,-17461.92770625,0.03558015,0.04712762,,0.0297614493431,timeout_match,match
DNBENZ11,uma,gaff_uma,ok,-10410.279337415523,-10410.580805835742,0.00790989,0.02325995,,0.0307663199296,match,match
DNBENZ12,mace,gaff_mace,ok,-10455.359865566163,-10455.44578575442,0.06340017,0.09928602,0.149852067575,0.0249554990905,match,match
DNBENZ12,maceoff,gaff_maceoff,ok,-17461.933671,-17461.92779825,0.03874875,0.04568516,,0.0295091537298,timeout_match,match
DNBENZ12,uma,gaff_uma,ok,-10410.387256259502,-10410.587294474328,0.01470853,0.02171685,,0.030563733505,match,match
DNBENZ13,mace,gaff_mace,ok,-10455.523721781441,-10455.454011128983,0.07906641,0.09881156,0.15010304607,0.0285736480563,match,match
DNBENZ13,maceoff,gaff_maceoff,ok,-17461.933632,-17461.927859,0.03900988,0.04338415,,0.0292129327644,timeout_match,match
DNBENZ13,uma,gaff_uma,ok,-10410.004957252298,-10410.582976755715,0.00798436,0.01962394,,0.0302711685106,match,match
DNBENZ14,mace,gaff_mace,ok,-10455.540244894568,-10455.4446038091,0.08639099,0.09968647,0.14931206093,0.0291846807195,match,match
DNBENZ14,maceoff,gaff_maceoff,ok,-17461.9336545,-17461.9277365,0.04328516,0.04206239,,0.0294209725661,timeout_match,match
DNBENZ14,uma,gaff_uma,ok,-10410.652060253515,-10410.57800776111,0.01551864,0.01911086,,0.0308943668042,match,match
DNBENZ15,mace,gaff_mace,ok,-10455.556671522361,-10455.447763703727,0.10443748,0.10582556,0.146035761984,0.0283046146274,match,match
DNBENZ15,maceoff,gaff_maceoff,ok,-17461.933742,-17461.92779325,0.05571494,0.04164269,0.143613919396,0.0295519052078,match,match
DNBENZ15,uma,gaff_uma,ok,-10410.565151090605,-10410.58572658768,0.01319701,0.02509058,,0.0300154058307,match,match
DNBOIM,mace,gaff_mace,ok,-18781.85983730793,-18781.16726559395,,0.27600254,0.178896263007,0.0370183582035,error: StructureMatcher did not find a match,mismatch
DNBOIM,maceoff,gaff_maceoff,ok,-23283.70233875,-23283.65827225,0.11124112,0.18119771,0.0293562426049,0.0354350404548,match,match
DNBOIM,uma,gaff_uma,ok,-18660.82202744721,-18659.437004625914,0.07245241,0.15752453,0.0578652175253,0.0340370186755,match,match
DNBZFX,mace,gaff_mace,excluded,,,,,0.0870383574493,0.0248534364918,error: StructureMatcher did not find a match,error: StructureMatcher did not find a match
DNBZFX,maceoff,gaff_maceoff,excluded,,,0.08825486,0.10931511,0.124911228974,0.0235837480749,match,match
DNBZFX,uma,gaff_uma,ok,-12175.310724740068,-12174.951220392575,0.04231599,0.05802646,,0.0212320840809,match,match
DNBZFX01,mace,gaff_mace,ok,-12248.266854315782,-12248.440045486945,,,0.0947994048604,0.0212712481784,error: StructureMatcher did not find a match,error: StructureMatcher did not find a match
DNBZFX01,maceoff,gaff_maceoff,ok,-24502.957931,-24502.9586595,0.03082328,0.10642967,,0.0228053585047,timeout_match,match
DNBZFX01,uma,gaff_uma,ok,-12175.309518673415,-12175.201937528098,0.03359432,0.04410664,,0.0276117262493,match,match
DNBZIL,mace,gaff_mace,ok,-20145.571509114805,-20145.625492658124,0.11915295,0.10735765,0.125197384564,0.0278031052792,match,match
DNBZIL,maceoff,gaff_maceoff,ok,-29926.041218,-29926.041254,0.08525215,0.07542752,,0.0180930855552,timeout_match,match
DNBZIL,uma,gaff_uma,ok,-20087.978208303753,-20087.865127494504,0.01009268,0.03580535,,0.0268759410842,match,match
DNBZIL01,mace,gaff_mace,ok,-20145.527511803353,-20145.619510567532,0.09581206,0.08861473,0.131056434271,0.0275441438172,match,match
DNBZIL01,maceoff,gaff_maceoff,ok,-29926.0339455,-29926.041264,0.08302406,0.09459612,0.128489759787,0.0181012974309,match,match
DNBZIL01,uma,gaff_uma,ok,-20087.91862861117,-20087.8655616785,0.01024981,0.06355691,,0.0268687438244,match,match
DNBZPY,mace,gaff_mace,ok,-18309.85004672479,-18309.55518754982,0.11960279,0.08897848,0.166288174748,0.032534989971,match,match
DNBZPY,maceoff,gaff_maceoff,excluded,,,,0.07239892,0.0193478125694,0.028662576714,error: StructureMatcher did not find a match,match
DNBZPY,uma,gaff_uma,ok,-18240.516193608983,-18240.568995206984,0.02159991,0.03464472,,0.0236126960601,match,match
DNBZPY01,mace,gaff_mace,ok,-18309.77864757902,-18309.78930920822,0.12681114,0.10769079,0.163957596197,0.0339301439148,match,match
DNBZPY01,maceoff,gaff_maceoff,ok,-25261.44952075,-25261.4361275,0.08186724,0.07546853,0.155011077053,0.0286291545892,match,match
DNBZPY01,uma,gaff_uma,ok,-18240.822438053143,-18239.746385386636,0.00967197,0.04956491,,0.0231457531431,match,match
DNBZPY02,mace,gaff_mace,ok,-18309.723771546374,-18309.7830135403,0.13745443,0.11930254,0.166115384559,0.0345816136602,match,match
DNBZPY02,maceoff,gaff_maceoff,ok,-25261.449568,-25261.43590825,0.06499878,0.06816841,0.157852984242,0.0309691069465,match,match
DNBZPY02,uma,gaff_uma,ok,-18240.866001180595,-18239.7463612653,0.00535096,0.04556648,,0.0261515568261,match,match
DNBZPY03,mace,gaff_mace,ok,-18309.724905249026,-18309.77237603243,0.13392503,0.11494567,0.164809609996,0.0340830885985,match,match
DNBZPY03,maceoff,gaff_maceoff,ok,-25261.4495715,-25261.435975,0.07205380,0.06784379,0.157731734136,0.0312253114964,match,match
DNBZPY03,uma,gaff_uma,ok,-18240.776776369716,-18239.94364964816,0.01745718,0.03755668,,0.0110077762745,match,match
DNCOOC,mace,gaff_mace,ok,-12819.589865621425,-12818.529926005383,0.10897748,0.10996715,0.146662387545,0.0290809767632,match,match
DNCOOC,maceoff,gaff_maceoff,ok,-19568.14481025,-19568.141065,,,0.0243251759752,0.0252094640211,error: StructureMatcher did not find a match,error: StructureMatcher did not find a match
DNCOOC,uma,gaff_uma,ok,-12701.090367756873,-12700.754285223753,0.01849455,0.07789787,0.143419978902,0.0276393542143,match,match
DNEDAM,mace,gaff_mace,ok,-9296.947102468614,-9297.128832591668,0.07194515,0.06720832,0.18732187372,0.0680779915306,match,match
DNEDAM,maceoff,gaff_maceoff,ok,-16325.6994065,-16325.70465075,0.08648043,0.07042912,,0.0751972596092,timeout_match,match
DNEDAM,uma,gaff_uma,ok,-9258.927202073426,-9259.35436676007,0.04152956,0.04188035,,0.0811180739135,match,match
DNEDAM01,mace,gaff_mace,ok,-9296.932219606135,-9297.129749202324,0.06172884,0.05671007,0.187661560132,0.0697491919768,match,match
DNEDAM01,maceoff,gaff_maceoff,ok,-16325.69581325,-16325.70465075,0.07847449,0.06105932,,0.0752012794222,timeout_match,match
DNEDAM01,uma,gaff_uma,ok,-9259.192295523435,-9259.458064370769,0.04390858,0.03329283,,0.0844190958081,match,match
DNEDAM02,mace,gaff_mace,ok,-9296.9481879286,-9297.128253679675,0.06206712,0.05724425,0.186995840419,0.0765566479369,match,match
DNEDAM02,maceoff,gaff_maceoff,ok,-16325.69591825,-16325.70465075,0.07861469,0.06142378,,0.0752040363707,timeout_match,match
DNEDAM02,uma,gaff_uma,ok,-9259.18469730353,-9259.376871963786,0.04395060,0.03506082,,0.0725338203942,match,match
DNEDAM03,mace,gaff_mace,ok,-9296.946475313955,-9297.13059344898,0.06211195,0.05719830,0.184487099963,0.0723405971685,match,match
DNEDAM03,maceoff,gaff_maceoff,ok,-16325.69579125,-16325.70465075,0.07862941,0.06141318,,0.0752007429175,timeout_match,match
DNEDAM03,uma,gaff_uma,ok,-9259.213739388499,-9259.421520551226,0.04396554,0.03385868,,0.0696084362383,match,match
DNEDAM04,mace,gaff_mace,ok,-9296.956220332499,-9297.128012466344,0.06210537,0.05710273,0.185898145233,0.0661579015895,match,match
DNEDAM04,maceoff,gaff_maceoff,ok,-16325.69516325,-16325.70465075,0.07859764,0.06141065,,0.0752000163576,timeout_match,match
DNEDAM04,uma,gaff_uma,ok,-9259.200472655331,-9259.478012713183,0.04399863,0.03329220,,0.0812265620541,match,match
DNEDAM05,mace,gaff_mace,ok,-9296.918253354308,-9297.170610740477,0.06899643,0.06712414,0.179330998944,0.0815772623486,match,match
DNEDAM05,maceoff,gaff_maceoff,excluded,,,0.25817323,0.08043844,0.123514032257,0.0696344222937,mismatch,match
DNEDAM05,uma,gaff_uma,ok,-9259.41177553268,-9259.060110618426,0.04748699,0.03265095,,0.00603771812433,match,match
DNEIBA,mace,gaff_mace,ok,-16705.73930844879,-16699.852159423954,,0.14141035,0.147362846218,0.0279639583222,error: StructureMatcher did not find a match,match
DNEIBA,maceoff,gaff_maceoff,ok,-25670.6873395,-25670.680323,0.01450237,,,0.0301883310208,timeout_match,error: StructureMatcher did not find a match
DNEIBA,uma,gaff_uma,ok,-16682.32666018241,-16682.5376253611,0.01579608,0.07580948,,0.0286102708474,match,match
DNITBZ,mace,gaff_mace,ok,-10462.894405151672,-10462.903185316894,0.24850425,0.24742195,0.032628915726,0.0144844584024,match,match
DNITBZ,maceoff,gaff_maceoff,excluded,,,0.23228190,0.07119719,0.115138966,0.0291957848222,match,match
DNITBZ,uma,gaff_uma,ok,-10412.97173648709,-10412.92262545304,0.02954553,0.03660610,,0.0277659532436,match,match
DNITBZ02,mace,gaff_mace,ok,-10463.468396392473,-10462.581020792935,,0.23318824,0.11881078761,0.0162323713321,error: StructureMatcher did not find a match,match
DNITBZ02,maceoff,gaff_maceoff,ok,-17462.122839,-17462.1221895,0.00492952,0.06740619,,0.0318542065291,timeout_match,match
DNITBZ02,uma,gaff_uma,ok,-10412.84582312867,-10413.171316396587,0.01681934,0.02239583,,0.0246949498948,match,match
DNITBZ03,mace,gaff_mace,ok,-10463.475488064383,-10462.588015979514,,0.23382903,0.117976977958,0.0153455229827,error: StructureMatcher did not find a match,match
DNITBZ03,maceoff,gaff_maceoff,ok,-17462.123349,-17462.1228755,0.00380759,0.06734462,,0.0289336093135,timeout_match,match
DNITBZ03,uma,gaff_uma,ok,-10412.835740411463,-10413.15390079414,0.01733774,0.02314121,,0.0270057715362,match,match
DNITBZ11,mace,gaff_mace,ok,-10463.493000152164,-10462.621544632428,,0.22976660,0.116575034763,0.0151269076754,error: StructureMatcher did not find a match,match
DNITBZ11,maceoff,gaff_maceoff,ok,-17462.123201,-17462.122465,0.00709446,0.06634772,,0.0318036681122,timeout_match,match
DNITBZ11,uma,gaff_uma,ok,-10412.410819008792,-10413.152646484823,0.00874382,0.02396347,,0.026849040539,match,match
DNITBZ12,mace,gaff_mace,ok,-10463.470181371116,-10462.607120075274,,0.23467750,0.115136310236,0.016148775172,error: StructureMatcher did not find a match,match
DNITBZ12,maceoff,gaff_maceoff,ok,-17462.1232305,-17462.1228455,0.00736564,0.06876304,,0.0319822385954,timeout_match,match
DNITBZ12,uma,gaff_uma,ok,-10412.815719705046,-10413.158194391419,0.01524649,0.02368719,,0.0264713184628,match,match
DNITBZ13,mace,gaff_mace,ok,-10463.45739706461,-10462.548215780014,,0.23366568,0.117662657982,0.0162676721775,error: StructureMatcher did not find a match,match
DNITBZ13,maceoff,gaff_maceoff,ok,-17462.123391,-17462.122873,0.00480555,0.06782849,,0.0320254715738,timeout_match,match
DNITBZ13,uma,gaff_uma,ok,-10412.639971672585,-10413.152308786159,0.00851244,0.02386910,,0.027459865701,match,match
DNITPY,mace,gaff_mace,ok,-9945.07704531901,-9945.340305547708,0.12482505,0.16360904,0.145418835355,0.0341832860181,match,match
DNITPY,maceoff,gaff_maceoff,ok,-17898.52274975,-17898.535552,0.16311621,0.16219498,,0.035102793823,timeout_match,match
DNITPY,uma,gaff_uma,ok,-9929.890422892135,-9930.168107677986,0.01514739,0.12283821,,0.0291477128703,match,match
DNNAPH,mace,gaff_mace,excluded,,,,0.05853629,0.106235675717,0.0088986201255,error: StructureMatcher did not find a match,match
DNNAPH,maceoff,gaff_maceoff,excluded,,,,0.08578728,0.12480978642,0.027029018466,error: StructureMatcher did not find a match,match
DNNAPH,uma,gaff_uma,ok,-14628.215400433915,-14627.706874490961,0.02967837,0.03100855,,0.0158702643019,match,match
DNNEPH10,mace,gaff_mace,ok,-13535.652284502537,-13532.139518894592,,,0.1104279268,0.0441308595375,error: StructureMatcher did not find a match,error: StructureMatcher did not find a match
DNNEPH10,maceoff,gaff_maceoff,ok,-17549.90431975,-17550.15026975,,,0.0332335676831,0.0630737364356,error: StructureMatcher did not find a match,error: StructureMatcher did not find a match
DNNEPH10,uma,gaff_uma,ok,-13428.011511249808,-13441.742990140267,0.16021201,,,0.069976049044,match,error: StructureMatcher did not find a match
DNOPHL,mace,gaff_mace,ok,-11158.710752002695,-11158.449735057968,0.08131085,0.08768617,0.150031423194,0.0309375760088,match,match
DNOPHL,maceoff,gaff_maceoff,ok,-19510.5716935,-19510.56739275,0.12531086,0.19966833,,0.0308280123211,timeout_match,match
DNOPHL,uma,gaff_uma,ok,-11095.72867302856,-11093.536574525384,0.01229542,0.17902701,,0.0275486015952,match,match
DNOPHL01,mace,gaff_mace,ok,-11158.696327445541,-11158.438808094104,0.08154244,0.08771670,0.153208793042,0.0339149240536,match,match
DNOPHL01,maceoff,gaff_maceoff,ok,-19510.571266,-19510.567404,0.12447845,0.20180364,,0.0307157343009,timeout_match,match
DNOPHL01,uma,gaff_uma,ok,-11095.651822461523,-11093.546898455921,0.01123099,0.18082210,,0.0257970375774,match,match
DNOPHL02,mace,gaff_mace,ok,-11158.792354472338,-11158.4153621584,0.07681539,0.09954498,0.159690663344,0.0321655353009,match,match
DNOPHL02,maceoff,gaff_maceoff,ok,-19510.572394,-19510.56741075,0.09485956,,,0.0309040722952,timeout_match,error: StructureMatcher did not find a match
DNOPHL02,uma,gaff_uma,ok,-11095.780750986572,-11093.396646672472,0.01291205,0.20234058,,0.0281168680337,match,match
DNOPHL03,mace,gaff_mace,ok,-11118.150658147362,-11114.654946321869,0.14108085,,0.151148740064,0.0301976967756,match,error: StructureMatcher did not find a match
