refcode,mlp_method,gaff_method,status,mlp_energy_kJ_mol,gaff_energy_kJ_mol,mlp_rmsd,gaff_rmsd,mlp_max_abs_stress_GPa,gaff_max_abs_stress_GPa,mlp_status,gaff_status
OLAJAM,uma,gaff_uma,ok,-32825.94394332483,-32824.58178752725,0.01458458,0.06922128,,0.0129250323092,match,match
OLAVIG,mace,gaff_mace,ok,-30520.922505025697,-30521.75411210327,0.08996575,0.13089494,0.0357768204078,0.0358657521458,match,match
OLAVIG,maceoff,gaff_maceoff,ok,-32894.446386,-32894.431763,0.05268308,0.10778754,0.0359500750011,0.0370497671487,match,match
OLAVIG,uma,gaff_uma,ok,-30309.148441556248,-30308.070097363103,0.02364599,0.11477702,,0.0137325953936,match,match
OLAWAZ,mace,gaff_mace,ok,-26724.76953864434,-26730.391690704506,,,0.142218104139,0.0380559200162,error: StructureMatcher did not find a match,error: StructureMatcher did not find a match
OLAWAZ,maceoff,gaff_maceoff,ok,-32087.427954,-32087.430047,0.04369085,0.03501286,0.129845665254,0.0240653105972,match,match
OLAWAZ,uma,gaff_uma,ok,-26582.778539875733,-26582.704776839324,0.01962814,0.02934521,,0.0149443964063,match,match
OLAWIJ,mace,gaff_mace,ok,-28838.222702877956,-28838.39753429977,0.06551590,0.06968731,0.166753723444,0.0263313157903,match,match
OLAWIJ,maceoff,gaff_maceoff,ok,-35275.9883605,-35275.9861695,0.05428146,0.06348082,0.0296041979797,0.0283164868321,match,match
OLAWIJ,uma,gaff_uma,ok,-28707.268082338946,-28705.12456420049,0.03168506,0.05151052,0.142580956076,0.0390656416998,match,match
OLAXUV,mace,gaff_mace,ok,-21431.35207465102,-21431.22794627124,0.09308005,0.09636388,0.187490038265,0.0373129818893,match,match
OLAXUV,maceoff,gaff_maceoff,ok,-25499.525354,-25499.5181695,0.05281929,0.04719903,,0.0368877019311,timeout_match,match
OLAXUV,uma,gaff_uma,ok,-21334.71497110029,-21335.2990450583,0.03151929,0.02600151,0.176138577101,0.0725923497134,match,match
OLEDAN,mace,gaff_mace,ok,-24545.203370530526,-24515.250584632835,0.19397367,0.24783157,0.0343054925507,0.0306519051826,match,match
OLEDAN,maceoff,gaff_maceoff,ok,-32475.55082225,-32475.38417775,0.02718449,0.23966191,0.0153999356007,0.0116083443793,match,match
OLEDAN,uma,gaff_uma,ok,-24426.502507777834,-24385.17827421342,0.01771830,0.28582272,0.0313135658,0.0297593120816,match,mismatch
OLIBOB,mace,gaff_mace,ok,-33941.86941454322,-33940.99747659682,0.17682401,,,0.0300419589863,timeout_match,error: StructureMatcher did not find a match
OLIBOB,maceoff,gaff_maceoff,ok,-37045.2048865,-37045.240726,0.10631833,0.15843265,,0.0277969731327,timeout_match,match
OLIBOB,uma,gaff_uma,ok,-33762.07097608076,-33766.928264791844,0.05268833,0.15454039,0.00811806891406,0.0146791422964,match,match
OLICAO,mace,gaff_mace,ok,-49208.52763048236,-49221.429685275885,0.11608189,0.10376377,,0.00674292076432,timeout_match,match
OLICAO,maceoff,gaff_maceoff,ok,-54233.361236,-54233.45332175,0.04074138,0.09797680,,,timeout_match,timeout_match
OLICAO,uma,gaff_uma,ok,-49037.194875363726,-49037.147115124324,0.01945086,0.10521411,0.00579265632649,0.00705931458706,match,match
OLIGAR,mace,gaff_mace,ok,-21376.676152584714,-21381.77689791008,0.09730220,,0.116161795014,0.0334849303339,match,error: StructureMatcher did not find a match
OLIGAR,maceoff,gaff_maceoff,ok,-28519.1372505,-28519.1216935,0.04266211,,,0.0172127976378,timeout_match,error: StructureMatcher did not find a match
OLIGAR,uma,gaff_uma,ok,-21296.0836913981,-21290.38854818419,0.01017008,,,0.052137551032,match,error: StructureMatcher did not find a match
OLIHIA,mace,gaff_mace,ok,-20161.841444729427,-20161.760782991772,0.11357229,0.11090756,0.0278186235691,0.0324450883398,match,match
OLIHIA,maceoff,gaff_maceoff,ok,-27919.09743925,-27919.1215155,0.02245015,0.11445890,0.0288854079643,0.0263056971369,match,match
OLIHIA,uma,gaff_uma,ok,-20094.909425107493,-20092.360017298135,0.02456200,0.12016333,0.0303234191708,0.0360107744814,match,match
OLIHOG,mace,gaff_mace,ok,-43864.81250758115,-43863.92928085089,0.09669431,0.08522260,,0.025273670662,timeout_match,match
OLIHOG,maceoff,gaff_maceoff,ok,-50887.042036,-50886.99961425,0.04945339,,,0.0518527945349,timeout_match,error: StructureMatcher did not find a match
OLIHOG,uma,gaff_uma,ok,-43791.17359955266,-43787.71918344932,0.02540001,,0.0156226419629,0.0165069408457,match,error: StructureMatcher did not find a match
OLIHUM,mace,gaff_mace,ok,-17229.65856953426,-17230.080041586305,0.06277329,,0.133122306609,0.0424954938442,match,error: StructureMatcher did not find a match
OLIHUM,maceoff,gaff_maceoff,ok,-24768.18512925,-24768.10369475,0.03649034,,0.0311150307668,0.0318288048261,match,error: StructureMatcher did not find a match
OLIHUM,uma,gaff_uma,ok,-17183.34182306579,-17169.12548126008,0.01321066,,,0.0459705742496,match,error: StructureMatcher did not find a match
OLIJEY,mace,gaff_mace,ok,-23550.13395492847,-23534.922849348568,0.27742935,0.14578483,0.223171286897,0.0352888895633,timeout_mismatch,match
OLIJEY,maceoff,gaff_maceoff,ok,-29049.4962665,-29049.503217,0.09878414,0.10212537,,0.032439841741,timeout_match,match
OLIJEY,uma,gaff_uma,ok,-23507.80639451664,-23508.99564859906,0.02661116,0.09292977,,0.0256310039996,match,match
OLOBIA,mace,gaff_mace,ok,-8082.998781238209,-8081.868479693718,0.07395700,,0.128888573943,0.0713028115344,match,error: StructureMatcher did not find a match
OLOBIA,maceoff,gaff_maceoff,ok,-16729.91062125,-16729.91053925,0.11061820,0.10541077,,0.0352074490127,timeout_match,match
OLOBIA,uma,gaff_uma,ok,-8071.092153555531,-8052.9938691398365,0.02241406,,,0.0905474587209,match,error: StructureMatcher did not find a match
OLOHEC,mace,gaff_mace,ok,-19073.388941645164,-19073.382645977243,0.08718541,,0.194980448193,0.0422424263481,timeout_match,error: StructureMatcher did not find a match
OLOHEC,maceoff,gaff_maceoff,ok,-24827.781465,-24827.76063325,0.14876185,0.09487567,0.163445261689,0.0296363245731,match,match
OLOHEC,uma,gaff_uma,ok,-18987.529539148603,-18985.715518419354,0.01015862,0.07286022,,0.0321459998816,match,match
OLUJUD,mace,gaff_mace,ok,-13957.673157179926,-13957.669008310644,0.11668852,0.10597890,,0.0292192238358,timeout_match,match
OLUJUD,maceoff,gaff_maceoff,ok,-19606.305004375,-19606.305397875,0.07320777,0.06325787,,0.0305152373407,timeout_match,match
OLUJUD,uma,gaff_uma,ok,-13892.33421893735,-13892.452075770538,0.01821104,0.04333109,,0.0236843982065,match,match
OLUKUE,mace,gaff_mace,ok,-15581.858211534176,-15590.103437954771,0.05160517,,0.164104870737,0.0315077122894,match,error: StructureMatcher did not find a match
OLUKUE,maceoff,gaff_maceoff,ok,-20677.28989425,-20677.2841355,0.03329795,0.06275496,0.171559214118,0.0171431251782,match,match
OLUKUE,uma,gaff_uma,ok,-15544.757213320794,-15543.875530355854,0.01391040,0.07956460,,0.0373550346829,match,match
OLUTUM,mace,gaff_mace,ok,-19037.08869932441,-19043.926520870526,0.14036227,,0.168965378177,0.0442462255259,match,error: StructureMatcher did not find a match
OLUTUM,maceoff,gaff_maceoff,ok,-24722.877497,-24722.8571345,0.03996513,,0.0266369609137,0.0242968032174,match,error: StructureMatcher did not find a match
OLUTUM,uma,gaff_uma,ok,-18986.97759480619,-18983.208950097454,0.02987201,,,0.0414669082058,match,error: StructureMatcher did not find a match
OMAYUX01,mace,gaff_mace,ok,-33905.45770754253,-33893.739949897485,0.09919526,,,0.0136205074574,timeout_match,error: StructureMatcher did not find a match
OMAYUX01,maceoff,gaff_maceoff,ok,-38048.600136,-38048.53574275,0.04241078,0.14385619,,0.0466789783407,timeout_match,match
OMAYUX01,uma,gaff_uma,ok,-33792.3440209171,-33786.78509087081,0.02174390,,,0.015709074361,match,error: StructureMatcher did not find a match
OMAZEI,mace,gaff_mace,ok,-31758.01546239118,-31758.539329501942,0.08047266,0.07437053,0.157231163616,0.0227896531552,match,match
OMAZEI,maceoff,gaff_maceoff,ok,-34930.622785,-34930.6188615,0.03101946,0.03660148,0.171231777436,0.0301170793794,match,match
OMAZEI,uma,gaff_uma,ok,-31618.56926425732,-31618.74240718582,0.01767879,0.03035675,,0.007670941776,match,match
OMEJOG,mace,gaff_mace,ok,-13160.57496319309,-13160.849463962983,0.07622468,0.07714824,0.159873898536,0.0349574845462,match,match
OMEJOG,maceoff,gaff_maceoff,ok,-18560.69008525,-18560.6876115,0.03747657,0.04518765,0.0320892442588,0.0290512950607,match,match
OMEJOG,uma,gaff_uma,ok,-13170.314650922946,-13169.373074688088,0.00957769,0.05087984,,0.0574701306319,match,match
OMENAY,mace,gaff_mace,ok,-33573.91148055649,-33572.02446867349,0.13094889,0.09611290,0.164910628095,0.0242453881152,match,match
OMENAY,maceoff,gaff_maceoff,ok,-44569.6942855,-44569.6714875,0.02162547,0.03230273,0.0310708570944,0.0273961323261,match,match
OMENAY,uma,gaff_uma,ok,-33373.021010793214,-33367.523903723486,0.01228758,0.06785499,,0.0312965623613,match,match
OMESUX,mace,gaff_mace,ok,-24573.961499167202,-24567.955769669188,0.07465129,,0.029468635581,0.0247836041874,match,error: StructureMatcher did not find a match
OMESUX,maceoff,gaff_maceoff,ok,-28503.84458375,-28503.64268875,0.05810024,0.26397675,0.0273492565773,0.0240507708746,match,mismatch
OMESUX,uma,gaff_uma,ok,-24510.047902554084,-24489.74644794335,0.02073288,0.21995731,0.0257820974931,0.00632786538036,match,match
OMETEI,mace,gaff_mace,ok,-29529.181037377908,-29541.466177018505,0.09539187,0.10454531,0.168559365997,0.042915233742,match,match
OMETEI,maceoff,gaff_maceoff,ok,-31716.92086,-31716.9252865,0.07339957,0.07300287,0.0308883036948,0.0447400985067,match,match
OMETEI,uma,gaff_uma,ok,-29422.415193116867,-29421.174825929756,0.01254779,0.05431991,0.171907959284,0.0551930594057,match,match
OMINIJ,mace,gaff_mace,ok,-22384.80391715767,-22384.450636114103,0.06516427,0.08546411,0.0292354135901,0.0286407945028,match,match
OMINIJ,maceoff,gaff_maceoff,ok,-29990.099805,-29990.097445,0.01130266,0.11027359,0.0304239353094,0.03055271167,match,match
OMINIJ,uma,gaff_uma,ok,-22277.025748791995,-22274.60881534364,0.01631020,0.11577097,0.0236056969757,0.0208655181069,match,match
OMITIP,mace,gaff_mace,ok,-22581.472502364562,-22574.68731611099,0.10885212,0.25480093,0.167506882752,0.0490363784117,match,mismatch
OMITIP,maceoff,gaff_maceoff,ok,-29922.38149525,-29922.34162,0.02498920,0.24809567,0.0319069358187,0.0301869756723,match,match
OMITIP,uma,gaff_uma,ok,-22555.938406979454,-22544.9628145091,0.04138298,0.24849374,,0.0344653197452,match,match
OMIWIQ01,mace,gaff_mace,ok,-13402.425434392018,-13380.000096407923,0.14092106,,0.141646995634,0.0263577407148,match,error: StructureMatcher did not find a match
OMIWIQ01,maceoff,gaff_maceoff,ok,-26009.91501175,-26009.73692575,0.06814217,,0.0283859732031,0.0281103867602,match,error: StructureMatcher did not find a match
OMIWIQ01,uma,gaff_uma,ok,-13311.574918028718,-13285.140373281569,0.03677402,,0.138276570426,0.0498567680995,match,error: StructureMatcher did not find a match
OMIWIQ02,mace,gaff_mace,ok,-13402.426881672,-13379.99720184796,0.14105462,,0.141745626303,0.0253630034135,match,error: StructureMatcher did not find a match
OMIWIQ02,maceoff,gaff_maceoff,ok,-26009.9153365,-26009.7362215,0.06937755,,0.0229685613454,0.0281312444968,match,error: StructureMatcher did not find a match
OMIWIQ02,uma,gaff_uma,ok,-13311.577909074014,-13285.113502116572,0.03694679,,0.138260306065,0.0485461813746,match,error: StructureMatcher did not find a match
OMOBOH,mace,gaff_mace,ok,-22342.62511300664,-22342.14128730871,,,0.156825580427,0.0281930023119,error: StructureMatcher did not find a match,error: StructureMatcher did not find a match
OMOBOH,maceoff,gaff_maceoff,ok,-31935.8760775,-31935.8760265,0.03737109,0.05246978,,0.0260940222691,timeout_match,match
OMOBOH,uma,gaff_uma,ok,-22294.141909012007,-22289.86702988695,0.01181360,0.09925853,,0.0543353428218,match,match
OMOLOR,mace,gaff_mace,ok,-19236.111960819104,-19235.558135012718,0.10920116,0.11728949,0.15637512103,0.0215795995821,match,match
OMOLOR,maceoff,gaff_maceoff,ok,-25833.126156,-25833.1292095,0.03779119,0.08007120,0.134652344551,0.0142880757991,match,match
OMOLOR,uma,gaff_uma,ok,-19143.46269253036,-19142.207804300764,0.00928378,0.08947425,,0.0712860762152,match,match
OMOLUX,mace,gaff_mace,missing_energy,,,0.06429223,,0.142503262041,,match,error: StructureMatcher did not find a match
OMOLUX,maceoff,gaff_maceoff,ok,-31401.728631,-31401.7275045,0.01026990,0.04542835,0.147152411464,0.0393850683369,match,match
OMOLUX,uma,gaff_uma,ok,-20618.061724287916,-20601.803897582475,0.01987897,,,0.0646708922394,match,error: StructureMatcher did not find a match
OMOMOS,mace,gaff_mace,ok,-12072.002528841,-12071.202424224368,0.05587883,0.12564409,0.162717774366,0.0258280298591,match,match
OMOMOS,maceoff,gaff_maceoff,ok,-15944.9819285,-15944.96243,0.05361495,,0.164985041715,0.0303696142599,match,error: StructureMatcher did not find a match
OMOMOS,uma,gaff_uma,ok,-12057.27915661498,-12060.42115321291,0.07081738,,,0.0916102284287,match,error: StructureMatcher did not find a match
OMOMUY,mace,gaff_mace,ok,-11432.742205177368,-11429.474862072344,0.20751076,0.11813564,0.0249428158728,0.0285684255549,match,match
OMOMUY,maceoff,gaff_maceoff,ok,-15913.49317125,-15913.499296375,0.04142451,0.08931404,0.0157002962508,0.0294676830437,match,match
OMOMUY,uma,gaff_uma,ok,-11403.72956029522,-11403.158403311048,0.02526847,0.07711131,0.154904464638,0.0278483451975,match,match
OMOTEP,mace,gaff_mace,ok,-21240.553054017182,-21240.7642604092,0.07777783,0.08135437,0.152439070944,0.0292938309986,match,match
OMOTEP,maceoff,gaff_maceoff,ok,-29426.030396,-29426.0248145,0.03883759,0.04315584,,0.0211865944385,timeout_match,match
OMOTEP,uma,gaff_uma,ok,-21209.091358131747,-21207.548171729766,0.02063870,0.05612856,,0.0299590284619,match,match
OMOTIT,mace,gaff_mace,ok,-21260.041547340777,-21260.338215615724,0.11603365,0.12924345,0.029193633579,0.0294442390387,match,match
OMOTIT,maceoff,gaff_maceoff,ok,-29425.89447525,-29425.90023825,0.03100760,0.10531508,0.0254111577427,0.0288123203486,match,match
OMOTIT,uma,gaff_uma,ok,-21203.472197116884,-21202.06162980391,0.02026081,0.09996921,0.0339886545822,0.0173957336444,match,match
OMUXEB,mace,gaff_mace,ok,-23532.17617727768,-23532.225384797064,0.03898913,0.04127284,0.0346838254732,0.0316843937082,match,match
OMUXEB,maceoff,gaff_maceoff,ok,-26027.9189385,-26027.9221055,0.05956189,0.06593512,0.0350597639843,0.0336736436466,match,match
OMUXEB,uma,gaff_uma,ok,-23420.738585599232,-23420.756218293678,0.01230846,0.03913294,,0.0266682090968,match,match
ONABAH,mace,gaff_mace,ok,-20798.223695360484,-20795.913957116118,0.19449912,0.12136092,0.0312227991921,0.0325943772725,match,match
ONABAH,maceoff,gaff_maceoff,ok,-26798.28852075,-26798.28492075,0.03941399,0.06154809,0.0304726912624,0.0310067132995,match,match
ONABAH,uma,gaff_uma,ok,-20697.267450038587,-20695.240317332013,0.01198833,0.07857230,0.0283446250499,0.0111945296603,match,match
ONABEL,mace,gaff_mace,ok,-25250.077495026624,-25251.24014327871,0.08677060,0.10523590,0.109114915343,0.0277511040868,match,match
ONABEL,maceoff,gaff_maceoff,ok,-30543.525414,-30543.5284165,0.04073299,0.06681184,0.0268503815774,0.0258217142693,match,match
ONABEL,uma,gaff_uma,ok,-25162.20015005137,-25160.515660880494,0.01628896,0.06833702,0.141391270258,0.0409039598591,match,match
ONAGES,mace,gaff_mace,ok,-31905.360504603308,-31897.46132282637,0.10371531,,0.114787726919,0.0158616226941,match,error: StructureMatcher did not find a match
ONAGES,maceoff,gaff_maceoff,ok,-38313.47265625,-38313.46394146936,0.02646493,0.05129456,0.0310236845542,0.02799035548,match,match
ONAGES,uma,gaff_uma,ok,-31782.47360159511,-31764.28737079919,0.01244762,,,0.021894092088,match,error: StructureMatcher did not find a match
ONBZAM,mace,gaff_mace,ok,-11710.50641051723,-11706.487555220965,0.24763811,0.09097957,0.146702600805,0.016360306296,match,match
ONBZAM,maceoff,gaff_maceoff,ok,-16487.681405,-16487.679046,0.04940743,0.05072477,0.128489439412,0.0266826647488,match,match
ONBZAM,uma,gaff_uma,ok,-11675.761149930308,-11675.448175634232,0.01709997,0.04233278,,0.062130695539,match,match
ONITAN,mace,gaff_mace,ok,-10191.760852745321,-10191.648049331403,0.06751114,0.06757509,0.0343122818026,0.0295375586105,match,match
ONITAN,maceoff,gaff_maceoff,ok,-13401.277608875,-13401.27678825,0.05289330,0.05316230,0.0317619544412,0.0375753008931,match,match
ONITAN,uma,gaff_uma,ok,-10137.222241367295,-10135.603929073592,0.02220692,0.06640121,0.0316212690541,0.0322558565973,match,match
ONITAN01,mace,gaff_mace,ok,-10191.774951664478,-10191.657082770622,0.06876860,0.06990504,0.0353973683779,0.0284591493762,match,match
ONITAN01,maceoff,gaff_maceoff,ok,-13401.277060375,-13401.276779125,0.03938289,0.04452357,0.0309634524056,0.0376306893584,match,match
ONITAN01,uma,gaff_uma,ok,-10137.305725300916,-10135.614940462121,0.01620529,0.06875742,0.0336821100707,0.0277391855925,match,match
ONITAN02,mace,gaff_mace,ok,-10191.769222847883,-10191.662063825894,0.06851451,0.06720455,0.0340524996618,0.0282364423324,match,match
ONITAN02,maceoff,gaff_maceoff,ok,-13401.277177625,-13401.276797375,0.05285395,0.05465010,0.0290959301869,0.0370685700379,match,match
ONITAN02,uma,gaff_uma,ok,-10137.301359339637,-10135.87342466688,0.01861332,0.06013342,0.0321010700493,0.0331455540078,match,match
ONITAN03,mace,gaff_mace,ok,-10185.626761573583,-10183.430960445787,0.06455229,,0.0330721615429,0.0376860177032,match,error: StructureMatcher did not find a match
ONITAN03,maceoff,gaff_maceoff,ok,-13401.169623375,-13401.081073375,0.04690033,,0.0245057449997,0.0285801059176,match,error: StructureMatcher did not find a match
ONITAN03,uma,gaff_uma,ok,-10136.3765956739,-10129.032904075333,0.01748185,,0.0201335332441,0.0367764887762,match,error: StructureMatcher did not find a match
ONITPH,mace,gaff_mace,ok,-9638.658613984504,-9640.67443378589,0.08424725,,0.132236421158,0.0185339859834,match,error: StructureMatcher did not find a match
ONITPH,maceoff,gaff_maceoff,ok,-13941.994852,-13942.00348575,0.06843686,,0.156727985607,0.0320418548315,match,error: StructureMatcher did not find a match
ONITPH,uma,gaff_uma,ok,-9592.012128893502,-9589.948452367385,0.01836078,,,0.0711227611359,match,error: StructureMatcher did not find a match
ONITPH01,mace,gaff_mace,ok,-9638.873414455145,-9640.559471512664,0.09908757,,0.126101175734,0.0212202541826,match,error: StructureMatcher did not find a match
ONITPH01,maceoff,gaff_maceoff,ok,-13941.994556,-13942.0034885,0.02903382,,0.158956986598,0.031372639849,match,error: StructureMatcher did not find a match
ONITPH01,uma,gaff_uma,ok,-9591.958989596837,-9589.982511689625,0.01537883,,,0.0647025956206,match,error: StructureMatcher did not find a match
ONOLAF,mace,gaff_mace,ok,-28705.99737051488,-28700.18651726642,0.14352107,0.06741152,,0.00394644467111,timeout_match,match
ONOLAF,maceoff,gaff_maceoff,ok,-29667.121540625,-29667.08004375,0.05560889,0.07063929,0.0317823729734,0.00879431048987,match,match
ONOLAF,uma,gaff_uma,ok,-28652.725008514306,-28652.262578438775,0.01597137,0.06380692,0.168856078683,0.00749727495286,match,match
ONONIP,mace,gaff_mace,ok,-28703.91772566629,-28707.646304840866,0.12251461,0.14601638,,0.0369705350122,timeout_match,match
ONONIP,maceoff,gaff_maceoff,ok,-34747.25290175,-34747.262941,0.08276572,0.07765584,,0.0364415743546,timeout_match,match
ONONIP,uma,gaff_uma,ok,-28609.23524609505,-28606.6666377046,0.01883319,0.07755442,0.0253448948563,0.0238718860066,match,match
ONORAL,mace,gaff_mace,ok,-21289.910608091515,-21291.668715570802,0.14537771,0.14295643,0.0300863828887,0.0273614308756,match,match
ONORAL,maceoff,gaff_maceoff,ok,-42641.993407,-42641.8812665,0.02454026,,0.0114531828692,0.0288192958353,match,error: StructureMatcher did not find a match
ONORAL,uma,gaff_uma,ok,-21118.512496221043,-21102.47060368889,0.04253903,,0.0306119040859,0.0262795967062,match,error: StructureMatcher did not find a match
ONULUG,mace,gaff_mace,ok,-18808.827342908397,-18808.783514446277,0.15502959,0.12878968,0.157786837764,0.0423092743659,match,match
ONULUG,maceoff,gaff_maceoff,ok,-24254.01586475,-24254.022639,0.07359236,0.10484551,0.158316946615,0.0412854123625,match,match
ONULUG,uma,gaff_uma,ok,-18735.605034422682,-18733.493211715835,0.01428822,0.08292653,,0.0163079856916,match,match
OPAGOD,mace,gaff_mace,ok,-30319.91097029194,-30319.93668363295,0.09134021,0.08646246,,0.0347344091295,timeout_match,match
OPAGOD,maceoff,gaff_maceoff,ok,-36819.87018025,-36819.870307,0.04684057,0.05417418,,0.0365671353548,timeout_match,match
OPAGOD,uma,gaff_uma,ok,-30080.905007290676,-30080.53182614736,0.01443122,0.02954784,0.0168875026571,0.0155325561453,match,match
OPAQAZ,mace,gaff_mace,ok,-24817.68183801168,-24817.91682208621,0.11613578,0.11511053,,0.0349231652513,timeout_match,match
OPAQAZ,maceoff,gaff_maceoff,ok,-28645.8329018125,-28645.8264786875,0.01253965,0.06061471,0.00486360166987,,match,timeout_match
OPAQAZ,uma,gaff_uma,ok,-24712.070217627166,-24710.93034594379,0.01212202,0.06575507,0.00383708718224,0.00739229742902,match,match
OPARIJ,mace,gaff_mace,ok,-30805.844221455132,-30804.495983666704,0.11955497,0.10682396,0.166017574569,0.0447127441147,match,match
OPARIJ,maceoff,gaff_maceoff,ok,-36500.17446,-36500.15705,0.00726158,0.08490596,,0.0462375368316,timeout_match,match
OPARIJ,uma,gaff_uma,ok,-30528.469877160383,-30525.142242783448,0.01714312,0.08079866,,0.0360411256078,match,match
OPIMEG,mace,gaff_mace,missing_energy,,,0.14795765,0.20030639,,,timeout_match,timeout_match
OPIMEG,maceoff,gaff_maceoff,ok,-40389.474044,-40389.46854875,0.06703781,0.10573940,0.0324348326024,0.0304127213317,match,match
OPIMEG,uma,gaff_uma,ok,-29495.144726890092,-29493.16945504953,0.04196968,0.11348479,,0.0127762050083,match,match
OPODED,mace,gaff_mace,ok,-19256.688615718384,-19256.68055919315,0.06202709,0.06416357,0.0193205693005,0.0167900435535,match,match
OPODED,maceoff,gaff_maceoff,ok,-28887.715983,-28887.7218115,0.02397762,0.06565905,0.0301014841829,0.0247651249061,match,match
OPODED,uma,gaff_uma,ok,-19173.92935930694,-19173.172263027103,0.01637245,0.06088273,0.0298027847427,0.0786545453987,match,match
OPOHEI,mace,gaff_mace,ok,-37471.09291153083,-37471.347632807636,0.05956649,0.05972446,,0.0324400896599,timeout_match,match
OPOHEI,maceoff,gaff_maceoff,ok,-41196.872804,-41196.87255125,0.04965891,0.05962143,,0.0289608231851,timeout_match,match
OPOHEI,uma,gaff_uma,ok,-37305.93001952083,-37303.57095315042,0.01102204,0.08053059,0.0894630063064,0.0158417025816,match,match
OPOHIM,mace,gaff_mace,ok,-37468.3713256463,-37468.50589856328,0.05771742,0.06260943,,0.0291960536488,timeout_match,match
OPOHIM,maceoff,gaff_maceoff,ok,-41196.8524065,-41196.83015075,0.03905574,0.04338068,0.0317782953413,0.0240011866524,match,match
OPOHIM,uma,gaff_uma,ok,-37307.03279862433,-37299.402039041364,0.00918635,0.12010895,0.0730177084631,0.011935793789,match,match
OPOLOX,mace,gaff_mace,ok,-35299.42867502592,-35294.22898399246,0.06687426,0.17538153,0.161048215278,0.0318998591943,match,match
OPOLOX,maceoff,gaff_maceoff,ok,-39779.871606,-39779.8017035,0.03934648,0.17361700,0.0333738155035,0.0366680830314,match,match
OPOLOX,uma,gaff_uma,ok,-35073.04224570505,-35064.37332806978,0.01016766,0.16643489,,0.0276447539077,match,match
OPUBIL,mace,gaff_mace,ok,-26265.186721140024,-26265.40977110656,0.11197470,0.11724527,0.0306426538944,0.0293962666331,match,match
OPUBIL,maceoff,gaff_maceoff,ok,-32163.50479875,-32163.504245,0.04573877,0.04334354,0.00860095167893,0.0256115304748,match,match
OPUBIL,uma,gaff_uma,ok,-26181.145078179336,-26179.613084075878,0.02142386,0.05904823,,0.0107258801044,match,match
OPUQIB,mace,gaff_mace,ok,-29028.19679804347,-29028.16667049852,0.08897372,0.08027130,,0.021173438188,timeout_match,match
OPUQIB,maceoff,gaff_maceoff,ok,-35312.20017975,-35312.19550925,0.06613419,0.05112583,,0.0341009597972,timeout_match,match
OPUQIB,uma,gaff_uma,ok,-28899.375709411033,-28898.76232803339,0.02140476,0.07578885,,0.0245897281491,match,match
OQAVIO,mace,gaff_mace,ok,-27934.826389338217,-27932.510693124594,0.13797737,0.10213201,0.173310275515,0.0326712972574,match,match
OQAVIO,maceoff,gaff_maceoff,ok,-30785.406585,-30785.3993245,0.04171522,0.08528309,0.0350293138777,0.0346809767389,match,match
OQAVIO,uma,gaff_uma,ok,-27766.73659065692,-27764.79381025195,0.01088469,0.09302232,0.0506705177498,0.0542514330785,match,match
OQERUA,mace,gaff_mace,ok,-24715.26335145112,-24713.649537786026,0.14850334,0.11844058,0.129599729418,0.0361229230359,match,match
OQERUA,maceoff,gaff_maceoff,ok,-33471.6116015,-33471.6074275,0.03552285,0.12619561,,0.0325842546552,timeout_match,match
OQERUA,uma,gaff_uma,ok,-24645.278439435475,-24644.456191435118,0.00616542,0.12666644,,0.0142541052901,match,match
OQICEZ,mace,gaff_mace,ok,-15542.703860725214,-15548.041477540939,0.06017935,0.07341068,0.173390702037,0.0258213898216,match,match
OQICEZ,maceoff,gaff_maceoff,ok,-20571.586101,-20571.606961,0.05740975,0.07765035,0.155106545162,0.0102476837463,match,match
OQICEZ,uma,gaff_uma,ok,-15494.877528871675,-15493.635907375246,0.02055481,0.04009947,,0.0588988531361,match,match
OQIYUL,mace,gaff_mace,missing_energy,,,,,,,missing_relaxed,missing_relaxed
OQIYUL,maceoff,gaff_maceoff,ok,-62931.8731075,-62931.881877,0.14510653,0.16604649,0.106506008852,0.0172882355198,match,match
OQIYUL,uma,gaff_uma,ok,-25778.57180110538,-25777.375961899048,0.03449084,0.06731997,,0.0428753422246,match,match
OQUPUM,mace,gaff_mace,ok,-27898.173107187224,-27898.40158445369,,,0.14745603989,0.0305131521801,error: StructureMatcher did not find a match,error: StructureMatcher did not find a match
OQUPUM,maceoff,gaff_maceoff,ok,-35135.828083,-35135.794995,0.00606907,,,0.02975379756,timeout_match,error: StructureMatcher did not find a match
OQUPUM,uma,gaff_uma,ok,-27782.679199782317,-27759.85569095388,0.01471944,,,0.0705960392296,match,error: StructureMatcher did not find a match
OQUPUM01,mace,gaff_mace,ok,-27882.967453028592,-27884.642100695582,0.14501953,,0.126179065612,0.0278661996242,match,error: StructureMatcher did not find a match
OQUPUM01,maceoff,gaff_maceoff,ok,-35135.8477585,-35135.525659,0.07236459,,0.0292535770549,0.0279114010277,match,error: StructureMatcher did not find a match
OQUPUM01,uma,gaff_uma,ok,-27786.18137612506,-27757.397148206048,0.01413412,,0.127169988622,0.0475140099295,match,error: StructureMatcher did not find a match
OQUXEG,mace,gaff_mace,ok,-30028.225945657996,-30027.906892785995,0.12334169,0.12739838,,0.0357616751538,timeout_match,match
OQUXEG,maceoff,gaff_maceoff,ok,-31747.19336125,-31747.14325,0.04635308,0.10090141,,0.0364624426827,timeout_match,match
